iteration;sys;T;x1_L1;x1_L2_inner;x1_L1_inner;x1_L2;c1;c2;Note
0.1;1119;140;0.186422282;;;0.999998171;METHYLCYCLOPENTANE;AMMONIA;
0.1;1120;100;0.711007154;;;0.999976455;METHYLCYCLOPENTANE;N-METHYL-2-PYRROLIDONE;
0.1;1121;280;0.058930559;;;0.999998204;METHYLCYCLOPENTANE;DIETHYLENE_GLYCOL;
0.1;1122;140;0.233458312;;;0.99999905;METHYLCYCLOPENTANE;SULFOLANE;
0.1;1123;140;0.034768069;;;0.999999012;METHYLCYCLOPENTANE;PROPYLENE_CARBONATE;
0.1;1125;140;0.322178073;;;0.999997473;METHYLCYCLOPENTANE;4-FORMYLMORPHOLINE;
0.1;1128;120;7.65E-06;;;0.998972858;DI(2-CHLOROETHYL)ETHER;2,2,4-TRIMETHYLPENTANE;
0.1;1129;120;8.25E-07;;;0.999852029;DI(2-CHLOROETHYL)ETHER;N-OCTANE;
0.1;1130;100;0.147019679;;;0.999653952;DI(2-CHLOROETHYL)ETHER;1-PENTANOL;
0.1;1131;100;0.361740567;;;0.923003681;DI(2-CHLOROETHYL)ETHER;1-PROPANOL;
0.1;1132;140;5.87E-05;;;0.999998421;DI(2-CHLOROETHYL)ETHER;WATER;
0.1;1133;100;0.867346637;;;0.999300517;DI(2-CHLOROETHYL)ETHER;1,2-PROPYLENE_GLYCOL;
0.1;1134;100;0.1184544;;;0.999935551;DI(2-CHLOROETHYL)ETHER;1-HEXANOL;
0.1;1135;100;0.100456274;;;0.999987171;DI(2-CHLOROETHYL)ETHER;1-HEPTANOL;
0.1;1136;100;0.084776489;;;0.999996572;DI(2-CHLOROETHYL)ETHER;1-OCTANOL;
0.1;1137;120;1.46E-06;;;0.999745416;DI(2-CHLOROETHYL)ETHER;2-METHYLHEPTANE;
0.1;1138;100;1.03E-06;;;0.63212996;DI-N-BUTYL_ETHER;NITROMETHANE;
0.1;1139;140;2.52E-06;;;0.40717907;DI-N-BUTYL_ETHER;WATER;
0.1;1140;100;0.091881278;;;0.73867222;DI-N-BUTYL_ETHER;Perfluorohexane;
0.1;1144;160;0.169205079;;;0.502145918;DI-N-BUTYL_ETHER;N-Methylimidazole;
0.1;1149;140;0.197553482;;;0.99739542;Formic_acid_isopentyl_ester;WATER;
0.1;1151;120;0.289043987;;;0.999988646;N-DECANE;N,N-DIMETHYLFORMAMIDE;
0.1;1152;120;0.000279872;;;0.999999124;N-DECANE;BENZALDEHYDE;
0.1;1153;180;0.00023591;;;0.999999092;N-DECANE;ACETIC_ACID;
0.1;1154;160;0.000398706;;;0.999993525;N-DECANE;FURFURAL;
0.1;1155;140;0.016678251;;;0.999999826;N-DECANE;METHANOL;
0.1;1156;160;0.027113025;;;0.999999497;N-DECANE;2-METHOXYETHANOL;
0.1;1157;180;2.71E-07;;;0.999809917;N-DECANE;NITROMETHANE;
0.1;1158;120;0.001143725;;;0.999997971;N-DECANE;1-NITROPROPANE;
0.1;1159;140;0.000281442;;;0.999999363;N-DECANE;O-CRESOL;
0.1;1160;160;0.000434852;;;0.999999441;N-DECANE;PHENOL;
0.1;1161;120;0.000281009;;;0.999991639;N-DECANE;PYRIDINE;
0.1;1162;140;0.134239512;;;0.999999116;N-DECANE;DIMETHYL_SULFOXIDE;
0.1;1163;400;6.42E-07;;;0.99959924;N-DECANE;WATER;
0.1;1164;120;6.43E-05;;;0.999999883;N-DECANE;NITROETHANE;
0.1;1165;140;0.018552289;;;0.99999902;N-DECANE;TRIOXANE;
0.1;1166;140;0.10747804;;;0.999997884;N-DECANE;AMMONIA;
0.1;1167;160;0.038962377;;;0.999999274;N-DECANE;N-METHYLFORMAMIDE;
0.1;1168;100;0.462525616;;;0.999999117;N-DECANE;N,N-DIMETHYLACETAMIDE;
0.1;1169;140;0.043749679;;;0.999997543;N-DECANE;ACETIC_ANHYDRIDE;
0.1;1170;140;0.185423988;;;0.999998813;N-DECANE;EPSILON-CAPROLACTAM;
0.1;1171;100;0.561390585;;;0.999978927;N-DECANE;N-METHYL-2-PYRROLIDONE;
0.2;1172;50;0.057461648;;;0.993276673;N-DECANE;Perfluoroheptane;
0.1;1173;120;0.0636511;;;0.999999188;N-DECANE;PROPIONITRILE;
0.1;1174;120;0.001059745;;;0.99999915;N-DECANE;ACETOPHENONE;
0.1;1175;280;0.017516788;;;0.999998412;N-DECANE;TRIETHYLENE_GLYCOL;
0.1;1176;120;0.101868445;;;0.999997513;N-DECANE;DIMETHYL_CARBONATE;
0.1;1177;180;0.059073611;;;0.99999706;N-DECANE;2-(2-ETHOXYETHOXY)ETHANOL;
0.1;1178;280;0.006265986;;;0.999998168;N-DECANE;DIETHYLENE_GLYCOL;
0.2;1179;50;0.063726486;;;0.983298873;N-DECANE;Perfluorohexane;
0.1;1180;140;0.127271126;;;0.999999206;N-DECANE;SULFOLANE;
0.1;1181;100;0.469837464;;;0.999998304;N-DECANE;TRIETHYLENE_GLYCOL_DIMETHYL_ETHER;
0.1;1182;140;0.000241818;;;0.999999504;N-DECANE;O-TOLUIDINE;
0.1;1183;140;0.005160931;;;0.999999183;N-DECANE;PROPYLENE_CARBONATE;
0.1;1184;180;0.001104603;;;0.999999586;N-DECANE;Salicylaldehyde;
0.1;1185;140;0.02264405;;;0.999999015;N-DECANE;3-METHOXYPROPIONITRILE;
0.1;1186;120;0.071186801;;;0.999996008;N-DECANE;N-BUTYRONITRILE;
0.1;1188;120;0.015514263;;;0.999999923;N-DECANE;4-Phenyl-2-butanone;
0.1;1189;100;0.04868155;;;0.944411948;N-DECANE;CARBON_DIOXIDE;
0.1;1191;140;0.023118617;;;0.99999877;N-DECANE;DIETHYL_MALEATE;
0.1;1193;140;0.185474726;;;0.999997977;N-DECANE;4-FORMYLMORPHOLINE;
0.1;1195;140;0.001616695;;;0.999992151;N-DECANE;BENZYLAMINE;
0.1;1196;100;0.001226166;;;0.999914351;N-DECANE;SULFUR_DIOXIDE;
0.1;1197;120;0.193673417;;;0.999997711;N-DECANE;GAMMA-VALEROLACTONE;
0.1;1198;140;6.82E-05;;;0.999999242;N-DECANE;INDOLE;
0.1;1199;160;0.003149049;;;0.999998821;N-DECANE;2-PHENYLETHANOL;
0.1;1200;100;0.568144717;;;0.999965517;N-DECANE;N-Methylcaprolactam;
0.1;1201;120;0.362695843;;;0.99999337;N-DECANE;TETRAETHYLENE_GLYCOL_DIMETHYL_ETHER;
0.1;1203;140;0.049119728;;;0.999999308;N-DECANE;ETHYL_LACTATE;
0.2;1205;50;0.215928651;;;0.751865689;N-DECANE;DECAFLUOROBUTANE;
0.1;1208;100;0.323939666;;;0.718819912;N-DECANE;Perfluoro-n-octane;
0.1;1239;140;0.000320384;;;0.471260651;DIETHYLAMINE;WATER;
0.1;1243;140;0.169350136;;;0.99964526;2,3-Butanedione;WATER;
0.1;1244;200;2.46E-05;;;0.999999698;N,N-DIMETHYLANILINE;WATER;
0.1;1245;180;0.081643724;;;0.999999355;N,N-DIMETHYLANILINE;GLYCEROL;
0.1;1249;200;0.000445798;;;0.999999943;1,1-DICHLOROETHANE;WATER;
0.1;1250;100;0.00030251;;;0.874997818;1,2-DICHLOROETHANE;CARBON_DISULFIDE;
0.1;1251;200;0.000723734;;;0.999999622;1,2-DICHLOROETHANE;WATER;
0.1;1252;200;0.000501882;;;0.999999908;TRANS-1,2-DICHLOROETHYLENE;WATER;
0.2;1253;70;0.996430527;;;0.998264642;DICHLOROMETHANE;HYDROGEN_FLUORIDE;
0.1;1254;200;0.003446657;;;0.999999181;DICHLOROMETHANE;WATER;
0.1;1255;120;8.73E-06;;;0.988080853;DICHLOROMETHANE;Perfluoroheptane;
0.1;1256;120;9.07E-06;;;0.983899573;DICHLOROMETHANE;Perfluorohexane;
0.1;1260;120;8.34E-06;;;0.991034965;DICHLOROMETHANE;Perfluoro-n-octane;
0.1;1265;200;0.000195626;;;0.999999867;1,2-DICHLOROPROPANE;WATER;
0.1;1269;120;1.06E-05;;;0.748867894;N,N-DIMETHYLFORMAMIDE;N-DODECANE;
0.1;1270;120;1.44E-05;;;0.591121841;N,N-DIMETHYLFORMAMIDE;N-HEXANE;
0.1;1271;120;1.29E-05;;;0.629237661;N,N-DIMETHYLFORMAMIDE;N-HEPTANE;
0.1;1272;100;2.43E-07;;;0.452587068;N,N-DIMETHYLFORMAMIDE;2-METHYLPENTANE;
0.1;1273;120;1.21E-05;;;0.660922662;N,N-DIMETHYLFORMAMIDE;N-OCTANE;
0.1;1274;120;1.60E-05;;;0.545056588;N,N-DIMETHYLFORMAMIDE;N-PENTANE;
0.1;1275;120;1.90E-06;;;0.681662611;N,N-DIMETHYLFORMAMIDE;TRANS-DECAHYDRONAPHTHALENE;
0.1;1276;100;1.26E-07;;;0.329363016;N,N-DIMETHYLFORMAMIDE;PROPANE;
0.1;1277;140;0.181204842;;;0.2413575;N,N-DIMETHYLFORMAMIDE;1-NONENE;
0.1;1278;120;0.073070322;;;0.287951332;N,N-DIMETHYLFORMAMIDE;1-DECENE;
0.1;1279;120;9.64E-07;;;0.6305991;N,N-DIMETHYLFORMAMIDE;CYCLOHEPTANE;
0.1;1280;120;1.71E-06;;;0.645202941;N,N-DIMETHYLFORMAMIDE;CYCLOOCTANE;
0.1;1281;120;1.15E-05;;;0.688124156;N,N-DIMETHYLFORMAMIDE;N-NONANE;
0.1;1282;120;5.92E-06;;;0.637110056;N,N-DIMETHYLFORMAMIDE;ETHYLCYCLOHEXANE;
0.1;1283;120;9.94E-06;;;0.801771418;N,N-DIMETHYLFORMAMIDE;N-HEXADECANE;
0.1;1284;100;0.043825885;;;0.227294211;N,N-DIMETHYLFORMAMIDE;1-DODECENE;
0.1;1286;120;9.96E-06;;;0.368343058;N,N-DIMETHYLFORMAMIDE;ETHANE;
0.1;1288;100;0.294251648;;;0.999998473;2,4-DIMETHYLPENTANE;METHYL_ACETATE;
0.1;1289;140;0.003236602;;;0.999999466;2,4-DIMETHYLPENTANE;FURFURAL;
0.1;1290;140;9.31E-07;;;0.999998484;2,4-DIMETHYLPENTANE;NITROMETHANE;
0.1;1291;280;1.46E-06;;;0.999998898;2,4-DIMETHYLPENTANE;WATER;
0.1;1294;100;0.730700849;;;0.999905794;1,4-DIOXANE;DIETHANOLAMINE;
0.1;1299;140;0.001635491;;;0.343858892;2,6-DIMETHYLPYRIDINE;WATER;
0.1;1301;120;6.98E-05;;;0.999999185;N-DODECANE;BENZALDEHYDE;
0.1;1302;180;6.53E-05;;;0.999999084;N-DODECANE;ACETIC_ACID;
0.1;1303;160;0.000113442;;;0.999993643;N-DODECANE;FURFURAL;
0.1;1304;140;0.0101143;;;0.999999882;N-DODECANE;METHANOL;
0.1;1305;160;0.015990378;;;0.999999568;N-DODECANE;2-METHOXYETHANOL;
0.1;1306;200;4.00E-07;;;0.99884301;N-DODECANE;NITROMETHANE;
0.1;1307;120;0.000374903;;;0.999998141;N-DODECANE;1-NITROPROPANE;
0.1;1308;140;7.11E-05;;;0.99999943;N-DODECANE;O-CRESOL;
0.1;1309;160;0.000123885;;;0.999999475;N-DODECANE;PHENOL;
0.1;1310;140;0.112069872;;;0.99999914;N-DODECANE;DIMETHYL_SULFOXIDE;
0.1;1311;440;5.33E-09;;;0.998560388;N-DODECANE;WATER;
0.1;1312;140;0.09167744;;;0.999997821;N-DODECANE;AMMONIA;
0.1;1313;160;0.028640312;;;0.999999276;N-DODECANE;N-METHYLFORMAMIDE;
0.1;1314;100;0.417560928;;;0.999999199;N-DODECANE;N,N-DIMETHYLACETAMIDE;
0.1;1315;160;0.026128813;;;0.999998785;N-DODECANE;2-ETHOXYETHANOL;
0.1;1316;180;0.000166109;;;0.999997473;N-DODECANE;FURFURYL_ALCOHOL;
0.1;1317;100;0.515717161;;;0.999982157;N-DODECANE;N-METHYL-2-PYRROLIDONE;
0.1;1318;120;0.050684265;;;0.999999225;N-DODECANE;PROPIONITRILE;
0.1;1319;120;0.000324792;;;0.999999224;N-DODECANE;ACETOPHENONE;
0.1;1320;140;0.07832759;;;0.999999997;N-DODECANE;DIPROPYLENE_GLYCOL;
0.1;1321;280;0.008545149;;;0.999998413;N-DODECANE;TRIETHYLENE_GLYCOL;
0.1;1322;120;0.082467316;;;0.999997717;N-DODECANE;DIMETHYL_CARBONATE;
0.1;1323;180;0.034898134;;;0.999997474;N-DODECANE;2-(2-ETHOXYETHOXY)ETHANOL;
0.1;1324;140;0.000912611;;;0.999991582;N-DODECANE;BENZYL_ACETATE;
0.1;1325;140;0.106123798;;;0.999999251;N-DODECANE;SULFOLANE;
0.1;1326;140;5.97E-05;;;0.999999559;N-DODECANE;O-TOLUIDINE;
0.1;1327;240;9.00E-07;;;0.999988213;N-DODECANE;FORMAMIDE;
0.1;1328;160;0.000167252;;;0.999999663;N-DODECANE;GUAIACOL;
0.1;1329;120;0.05369052;;;0.999996298;N-DODECANE;N-BUTYRONITRILE;
0.1;1332;140;0.005185992;;;0.999989499;N-DODECANE;4-Phenyl-2-butanone;
0.1;1333;100;0.037445992;;;0.942356634;N-DODECANE;CARBON_DIOXIDE;
0.1;1334;140;0.000541488;;;0.999992788;N-DODECANE;BENZYLAMINE;
0.1;1335;120;0.163767234;;;0.999997932;N-DODECANE;GAMMA-VALEROLACTONE;
0.1;1336;140;1.36E-05;;;0.999999274;N-DODECANE;INDOLE;
0.1;1337;160;0.001177589;;;0.999998968;N-DODECANE;2-PHENYLETHANOL;
0.1;1338;100;0.518347183;;;0.999970746;N-DODECANE;N-Methylcaprolactam;
0.1;1339;140;0.03156236;;;0.999999395;N-DODECANE;ETHYL_LACTATE;
0.1;1356;120;7.58E-07;;;0.999982994;BENZALDEHYDE;N-TETRADECANE;
0.1;1357;140;0.175865584;;;0.995951992;BENZALDEHYDE;WATER;
0.1;1358;100;0.792264716;;;0.996895395;BENZALDEHYDE;GLYCEROL;
0.1;1359;120;7.51E-07;;;0.999995456;BENZALDEHYDE;N-HEXADECANE;
0.1;1361;140;0.019713116;0.067676086;0.441880014;0.993351242;N-BUTYL_ACETATE;WATER;Two LLE: (L1--L2_inner) | (L1_inner--L2)
0.1;1362;100;0.375359708;;;0.999901946;N-BUTYL_ACETATE;1,3-PROPYLENE_GLYCOL;
0.1;1367;140;0.002686861;0.159609081;0.411514456;0.996658278;CYCLOHEXYL_ACETATE;WATER;Two LLE: (L1--L2_inner) | (L1_inner--L2)
0.1;1368;100;7.00E-07;;;0.705200491;METHYL_ACETATE;N-HEXANE;
0.1;1369;100;6.01E-07;;;0.738616758;METHYL_ACETATE;N-HEPTANE;
0.1;1370;100;1.86E-06;;;0.63281859;METHYL_ACETATE;ISOPENTANE;
0.1;1371;100;3.96E-06;;;0.708972508;METHYL_ACETATE;2,2,4-TRIMETHYLPENTANE;
0.1;1372;100;1.38E-06;;;0.681851326;METHYL_ACETATE;2-METHYLPENTANE;
0.1;1373;100;1.89E-06;;;0.672893142;METHYL_ACETATE;3-METHYLPENTANE;
0.1;1374;100;5.52E-07;;;0.765199671;METHYL_ACETATE;N-OCTANE;
0.1;1375;100;7.89E-07;;;0.663079557;METHYL_ACETATE;N-PENTANE;
0.1;1377;100;2.97E-06;;;0.741203697;METHYL_ACETATE;2,2,5-TRIMETHYLHEXANE;
0.1;1378;140;0.532218335;;;0.98934908;METHYL_ACETATE;WATER;
0.1;1379;100;2.93E-06;;;0.654783576;METHYL_ACETATE;2,3-DIMETHYLBUTANE;
0.1;1380;100;3.97E-06;;;0.648014586;METHYL_ACETATE;2,2-DIMETHYLBUTANE;
0.1;1381;120;3.37E-06;;;0.831917577;METHYL_ACETATE;CYCLOHEPTANE;
0.1;1382;120;6.52E-06;;;0.845533905;METHYL_ACETATE;CYCLOOCTANE;
0.1;1383;100;4.98E-07;;;0.787537338;METHYL_ACETATE;N-NONANE;
0.1;1384;100;5.17E-06;;;0.700958998;METHYL_ACETATE;2,3,4-TRIMETHYLPENTANE;
0.1;1385;100;0.327837723;;;0.999853334;METHYL_ACETATE;1,3-PROPYLENE_GLYCOL;
0.1;1390;180;9.45E-07;;;0.9964792;ACETIC_ACID;N-HEXANE;
0.1;1391;180;9.19E-07;;;0.998247895;ACETIC_ACID;N-HEPTANE;
0.1;1392;180;9.09E-07;;;0.999118575;ACETIC_ACID;N-OCTANE;
0.1;1393;160;1.23E-06;;;0.935752538;ACETIC_ACID;CARBON_DISULFIDE;
0.1;1394;100;8.70E-06;;;0.874323558;ACETIC_ACID;TOLUENE;
0.1;1395;100;0.484250977;;;0.949396043;ACETIC_ACID;TRIETHYLAMINE;
0.1;1397;180;9.04E-07;;;0.999547004;ACETIC_ACID;N-NONANE;
0.1;1398;180;9.48E-07;;;0.999994787;ACETIC_ACID;N-HEXADECANE;
0.1;1399;180;9.07E-07;;;0.999876699;ACETIC_ACID;N-UNDECANE;
0.1;1402;160;7.64E-06;;;0.994368615;FURFURAL;N-HEXANE;
0.1;1403;160;7.06E-06;;;0.997165901;FURFURAL;N-HEPTANE;
0.1;1404;140;9.41E-07;;;0.997204232;FURFURAL;2,2,4-TRIMETHYLPENTANE;
0.1;1405;100;0.000940131;;;0.552616188;FURFURAL;1-HEXENE;
0.1;1406;140;4.66E-07;;;0.994888694;FURFURAL;2-METHYLPENTANE;
0.1;1407;140;4.80E-07;;;0.994617782;FURFURAL;3-METHYLPENTANE;
0.1;1408;160;6.76E-06;;;0.998552236;FURFURAL;N-OCTANE;
0.1;1409;100;0.000532523;;;0.905325763;FURFURAL;1-OCTENE;
0.1;1410;100;3.75E-07;;;0.999990286;FURFURAL;1-OCTADECENE;
0.1;1411;140;8.59E-07;;;0.998661657;FURFURAL;2,2,5-TRIMETHYLHEXANE;
0.1;1412;140;0.337459643;;;0.981635411;FURFURAL;WATER;
0.1;1413;140;4.78E-07;;;0.960239454;FURFURAL;PROPANE;
0.1;1414;140;6.50E-07;;;0.996316523;FURFURAL;2,3-DIMETHYLPENTANE;
0.1;1415;100;0.000365358;;;0.963875551;FURFURAL;1-NONENE;
0.1;1416;100;0.000279332;;;0.98350451;FURFURAL;1-DECENE;
0.1;1417;140;7.97E-07;;;0.992506498;FURFURAL;2,3-DIMETHYLBUTANE;
0.1;1418;140;9.78E-07;;;0.991241125;FURFURAL;2,2-DIMETHYLBUTANE;
0.1;1419;100;0.003472843;;;0.290796696;FURFURAL;ISOBUTENE;
0.1;1421;160;6.44E-06;;;0.999990401;FURFURAL;N-HEXADECANE;
0.1;1423;160;7.34E-06;;;0.999999683;FURFURAL;N-DOCOSANE;
0.1;1426;100;0.000127451;;;0.996554209;FURFURAL;1-DODECENE;
0.1;1429;100;0.003289817;;;0.276154402;FURFURAL;PROPYLENE;
0.1;1430;160;6.82E-06;;;0.99999698;FURFURAL;N-OCTADECANE;
0.1;1432;100;0.000134161;;;0.996532476;FURFURAL;N-DODECYLBENZENE;
0.1;1433;160;4.46E-06;;;0.999199016;FURFURAL;N-BUTYLCYCLOHEXANE;
0.1;1435;100;1.48E-06;;;0.999991791;FURFURAL;N-OCTADECYLBENZENE;
0.1;1439;140;6.85E-06;;;0.558108742;DI-N-PROPYLAMINE;WATER;
0.1;1440;160;0.117461044;;;0.99999932;HYDROGEN_BROMIDE;WATER;
0.1;1441;100;0.013416783;;;0.778645958;1-HEXADECENE;SULFUR_DIOXIDE;
0.1;1442;100;0.234921747;;;0.999852665;1-HEXADECENE;ETHYL_LACTATE;
0.1;1443;140;0.053117603;;;0.999999581;N-HEXANE;METHANOL;
0.1;1444;160;0.089293671;;;0.999999265;N-HEXANE;2-METHOXYETHANOL;
0.1;1445;120;0.258810648;;;0.999992525;N-HEXANE;DIACETONE_ALCOHOL;
0.1;1446;140;1.24E-06;;;0.999999143;N-HEXANE;NITROMETHANE;
0.1;1447;160;0.006215889;;;0.999999252;N-HEXANE;PHENOL;
0.1;1448;120;0.004871098;;;0.999988906;N-HEXANE;PYRIDINE;
0.1;1449;140;0.215873301;;;0.999999005;N-HEXANE;DIMETHYL_SULFOXIDE;
0.1;1450;160;0.19429637;;;0.999993427;N-HEXANE;TETRAHYDROFURFURYL_ALCOHOL;
0.1;1451;280;2.79E-06;;;0.999999014;N-HEXANE;WATER;
0.1;1452;120;0.001629601;;;0.999999638;N-HEXANE;NITROETHANE;
0.1;1453;140;0.044899437;;;0.99999881;N-HEXANE;TRIOXANE;
0.1;1454;140;0.164450675;;;0.99999795;N-HEXANE;AMMONIA;
0.2;1455;50;0.095099126;;;0.984926184;N-HEXANE;Perfluoropentane;
0.1;1456;160;0.085113127;;;0.999999218;N-HEXANE;N-METHYLFORMAMIDE;
0.1;1457;100;0.587060781;;;0.999998863;N-HEXANE;N,N-DIMETHYLACETAMIDE;
0.1;1458;140;0.002027865;;;0.999995201;N-HEXANE;ACRYLONITRILE;
0.1;1459;280;0.010613991;;;0.999998324;N-HEXANE;GLYCEROL;
0.1;1460;140;0.09936503;;;0.999996606;N-HEXANE;ACETIC_ANHYDRIDE;
0.1;1461;180;0.007284784;;;0.999996393;N-HEXANE;FURFURYL_ALCOHOL;
0.1;1462;200;0.042656573;;;0.999999499;N-HEXANE;1,2-PROPYLENE_GLYCOL;
0.1;1463;100;0.681282248;;;0.999967947;N-HEXANE;N-METHYL-2-PYRROLIDONE;
0.1;1464;120;0.065935;;;0.999996508;N-HEXANE;METHYL_FORMATE;
0.1;1465;100;0.425519676;;;0.958131935;N-HEXANE;Perfluorotributylamine;
0.1;1466;120;0.116526441;;;0.999999037;N-HEXANE;PROPIONITRILE;
0.1;1467;180;0.021348156;;;0.999999807;N-HEXANE;ADIPONITRILE;
0.1;1469;120;0.000411541;;;0.999999413;N-HEXANE;ALPHA-EPICHLOROHYDRIN;
0.1;1470;280;0.085388589;;;0.999998256;N-HEXANE;TRIETHYLENE_GLYCOL;
0.1;1471;160;0.180943421;;;0.999999893;N-HEXANE;2-(2-ETHOXYETHOXY)ETHANOL;
0.1;1472;280;0.038066422;;;0.999998167;N-HEXANE;DIETHYLENE_GLYCOL;
0.2;1473;50;0.080675547;;;0.995187174;N-HEXANE;Perfluorohexane;
0.1;1475;140;0.204053329;;;0.999999025;N-HEXANE;SULFOLANE;
0.1;1476;240;0.023923522;;;0.999997007;N-HEXANE;MONOETHANOLAMINE;
0.1;1477;240;0.058901044;;;0.999999927;N-HEXANE;1,4-BUTANEDIOL;
0.1;1478;120;0.255134547;;;0.999999184;N-HEXANE;GAMMA-BUTYROLACTONE;
0.1;1479;100;0.722276466;;;0.999685817;N-HEXANE;METHYL_OLEATE;
0.1;1481;240;0.000234671;;;0.999990418;N-HEXANE;FORMAMIDE;
0.1;1482;140;0.024295403;;;0.999999003;N-HEXANE;PROPYLENE_CARBONATE;
0.1;1483;140;0.003882235;;;0.999999002;N-HEXANE;M-TOLUIDINE;
0.1;1484;160;0.008173096;;;0.999999326;N-HEXANE;GUAIACOL;
0.1;1486;280;0.029684387;;;0.999999537;N-HEXANE;DIETHANOLAMINE;
0.1;1487;140;0.063648344;;;0.999998688;N-HEXANE;3-METHOXYPROPIONITRILE;
0.1;1488;120;0.419541173;;;0.999983126;N-HEXANE;EPSILON-CAPROLACTONE;
0.1;1489;320;0.043208324;;;0.999999992;N-HEXANE;TRIETHANOLAMINE;
0.1;1492;140;0.180650103;;;0.99999973;N-HEXANE;2,2,2-TRIFLUOROETHANOL;
0.1;1493;140;0.093225362;;;0.99999792;N-HEXANE;DIETHYL_MALEATE;
0.1;1494;100;0.546975263;;;0.971534754;N-HEXANE;M-DICHLOROBENZENE;
0.1;1496;140;0.285860132;;;0.999997261;N-HEXANE;4-FORMYLMORPHOLINE;
0.1;1497;120;0.3231181;;;0.999999239;N-HEXANE;DIMETHYL-ADIPATE;
0.1;1498;280;0.1457867;;;0.999998401;N-HEXANE;TETRAETHYLENE_GLYCOL;
0.1;1499;100;0.007434751;;;0.99990426;N-HEXANE;SULFUR_DIOXIDE;
0.1;1500;140;0.000487081;;;0.999999602;N-HEXANE;PYRROLE;
0.1;1503;180;0.070273145;;;0.999996153;N-HEXANE;GLYCERYL_TRIACETATE;
0.1;1504;160;0.026436845;;;0.999997868;N-HEXANE;2-PHENYLETHANOL;
0.1;1505;100;0.697423639;;;0.999947551;N-HEXANE;N-Methylcaprolactam;
0.1;1506;100;0.597508432;;;0.999993121;N-HEXANE;1,3-Dimethylimidazolidin-2-one;
0.1;1508;140;0.135335449;;;0.999998991;N-HEXANE;ETHYL_LACTATE;
0.2;1509;50;0.221659953;;;0.905081887;N-HEXANE;DECAFLUOROBUTANE;
0.1;1511;100;0.197665787;;;0.999986557;N-HEXANE;Hexamethylene_diisocyanate;
0.1;1513;100;0.308802149;;;0.901777427;N-HEXANE;Perfluorodecalin;
0.2;1516;50;0.065792978;;;0.999403619;N-HEXANE;Perfluoro-n-octane;
0.1;1521;140;0.049258486;;;0.999999346;N-HEXANE;N-Methylimidazole;
0.1;1627;120;8.34E-07;;;0.491062098;HYDROGEN_FLUORIDE;PROPANE;
0.1;1628;120;1.05E-05;;;0.131503804;HYDROGEN_FLUORIDE;DICHLORODIFLUOROMETHANE;
0.1;1629;100;5.70E-06;;;0.029965665;HYDROGEN_FLUORIDE;OCTAFLUOROCYCLOBUTANE;
0.1;1630;120;1.43E-06;;;0.536489016;HYDROGEN_FLUORIDE;ISOBUTANE;
0.1;1633;100;1.25E-07;;;0.11135765;HYDROGEN_FLUORIDE;TRICHLOROFLUOROMETHANE;
0.1;1634;140;7.14E-07;;;0.793637762;HYDROGEN_FLUORIDE;OCTAFLUOROPROPANE;
0.1;1637;140;6.14E-07;;;0.905594836;HYDROGEN_FLUORIDE;Perfluoro-n-octane;
0.1;1638;140;0.038511879;;;0.999999686;N-HEPTANE;METHANOL;
0.1;1639;160;0.064556212;;;0.999999355;N-HEPTANE;2-METHOXYETHANOL;
0.1;1640;140;6.70E-08;;;0.999999185;N-HEPTANE;NITROMETHANE;
0.1;1641;160;0.003128823;;;0.999999333;N-HEPTANE;PHENOL;
0.1;1642;120;0.002324337;;;0.999990249;N-HEPTANE;PYRIDINE;
0.1;1643;140;0.188027388;;;0.999999057;N-HEPTANE;DIMETHYL_SULFOXIDE;
0.1;1644;160;0.146465123;;;0.999994636;N-HEPTANE;TETRAHYDROFURFURYL_ALCOHOL;
0.1;1645;280;8.24E-07;;;0.999998977;N-HEPTANE;WATER;
0.1;1646;140;0.034818431;;;0.999998946;N-HEPTANE;TRIOXANE;
0.1;1647;140;0.145456313;;;0.999997989;N-HEPTANE;AMMONIA;
0.1;1648;160;0.06789441;;;0.999999251;N-HEPTANE;N-METHYLFORMAMIDE;
0.1;1649;100;0.549672071;;;0.999999002;N-HEPTANE;N,N-DIMETHYLACETAMIDE;
0.1;1650;280;0.005943536;;;0.999998326;N-HEPTANE;GLYCEROL;
0.1;1651;140;0.078547682;;;0.999997016;N-HEPTANE;ACETIC_ANHYDRIDE;
0.1;1652;140;0.27879859;;;0.999998517;N-HEPTANE;EPSILON-CAPROLACTAM;
0.1;1653;140;0.01204989;;;0.999995931;N-HEPTANE;2,4-XYLENOL;
0.1;1654;160;0.029927138;;;0.999994934;N-HEPTANE;3,5-XYLENOL;
0.1;1655;200;0.027959255;;;0.999999538;N-HEPTANE;1,2-PROPYLENE_GLYCOL;
0.1;1656;100;0.000875301;;;0.99999581;N-HEPTANE;THIOPHENE;
0.1;1657;100;0.646372831;;;0.999973172;N-HEPTANE;N-METHYL-2-PYRROLIDONE;
0.1;1658;120;0.052069936;;;0.999996866;N-HEPTANE;METHYL_FORMATE;
0.2;1659;50;0.067856773;;;0.997269467;N-HEPTANE;Perfluoroheptane;
0.1;1660;120;0.097390793;;;0.999999107;N-HEPTANE;PROPIONITRILE;
0.2;1661;50;0.193698366;;;0.937811497;N-HEPTANE;Perfluorooxacyclononane;
