sys;c1;c2;c1(DDB);c2(DDB);type;null_dsp
2590;1,2,3,4-TETRAHYDRONAPHTHALENE;TRIETHYLENE_GLYCOL;1,2,3,4-Tetrahydronaphthalene;Triethylene glycol;;
2591;1,2,3,4-TETRAHYDRONAPHTHALENE;CARBON_TETRAFLUORIDE;1,2,3,4-Tetrahydronaphthalene;Tetrafluoromethane [R14];;
2592;1,2,3,4-TETRAHYDRONAPHTHALENE;CARBON_DIOXIDE;1,2,3,4-Tetrahydronaphthalene;Carbon dioxide;;
2593;1,2,3,4-TETRAHYDRONAPHTHALENE;TRIFLUOROMETHANE;1,2,3,4-Tetrahydronaphthalene;Fluoroform [R23];;
2594;1,2,3,4-TETRAHYDRONAPHTHALENE;SULFUR_DIOXIDE;1,2,3,4-Tetrahydronaphthalene;Sulfur dioxide;;
2596;CARBON_TETRACHLORIDE;WATER;Tetrachloromethane;Water;;
2597;CARBON_TETRACHLORIDE;N-METHYLFORMAMIDE;Tetrachloromethane;N-Methylformamide;;
2598;CARBON_TETRACHLORIDE;2,4-XYLENOL;Tetrachloromethane;2,4-Dimethylphenol;;
2599;CARBON_TETRACHLORIDE;3,5-XYLENOL;Tetrachloromethane;3,5-Dimethylphenol;;
2600;CARBON_TETRACHLORIDE;1,2-PROPYLENE_GLYCOL;Tetrachloromethane;1,2-Propanediol;;
2601;CARBON_TETRACHLORIDE;Perfluoroheptane;Tetrachloromethane;Perfluoro-n-heptane;;
2602;CARBON_TETRACHLORIDE;Perfluorooxacyclononane;Tetrachloromethane;Perfluorooxacyclononane;;
2603;CARBON_TETRACHLORIDE;Perfluorohexane;Tetrachloromethane;Perfluorohexane;;
2606;CARBON_TETRACHLORIDE;FORMAMIDE;Tetrachloromethane;Formamide;;
2608;CARBON_TETRACHLORIDE;3,4-XYLENOL;Tetrachloromethane;3,4-Dimethylphenol;;
2609;CARBON_TETRACHLORIDE;M-DICHLOROBENZENE;Tetrachloromethane;m-Dichlorobenzene;;
2611;CARBON_TETRACHLORIDE;M-DIBROMOBENZENE;Tetrachloromethane;m-Dibromobenzene;;
2612;CARBON_TETRACHLORIDE;IODINE;Tetrachloromethane;Iodine;;
2613;CARBON_TETRACHLORIDE;Perfluoro-n-octane;Tetrachloromethane;Perfluoro-n-octane;;
2649;TETRAHYDROFURFURYL_ALCOHOL;CARBON_DIOXIDE;Tetrahydrofurfuryl alcohol;Carbon dioxide;;
2650;TETRAHYDROFURAN;WATER;Tetrahydrofuran;Water;;
2651;TETRAHYDROFURAN;OLEIC_ACID;Tetrahydrofuran;Oleic acid;;
2652;TETRAHYDROFURAN;Perfluorohexane;Tetrahydrofuran;Perfluorohexane;;
2658;TOLUENE;WATER;Toluene;Water;;
2659;TOLUENE;AMMONIA;Toluene;Ammonia;;
2660;TOLUENE;GLYCEROL;Toluene;Glycerol;;
2661;TOLUENE;HEXAFLUOROPROPYLENE;Toluene;Perfluoropropylene;;
2662;TOLUENE;2,4-XYLENOL;Toluene;2,4-Dimethylphenol;;
2663;TOLUENE;3,5-XYLENOL;Toluene;3,5-Dimethylphenol;;
2664;TOLUENE;1,2-PROPYLENE_GLYCOL;Toluene;1,2-Propanediol;;
2665;TOLUENE;Perfluorooxacyclononane;Toluene;Perfluorooxacyclononane;;
2666;TOLUENE;TRIETHYLENE_GLYCOL;Toluene;Triethylene glycol;;
2667;TOLUENE;DIETHYLENE_GLYCOL;Toluene;Diethylene glycol;;
2668;TOLUENE;Perfluorohexane;Toluene;Perfluorohexane;;
2669;TOLUENE;1,4-BUTANEDIOL;Toluene;1,4-Butanediol;;
2670;TOLUENE;2,2'-Dicyano_diethyl_sulfide;Toluene;2,2'-Dicyano diethyl sulfide;;
2671;TOLUENE;BIS(CYANOETHYL)ETHER;Toluene;3,3'-Oxybispropionitrile;;
2673;TOLUENE;1,3-PROPYLENE_GLYCOL;Toluene;1,3-Propanediol;;
2675;TOLUENE;METHANE;Toluene;Methane;;
2676;TOLUENE;1,3-BUTANEDIOL;Toluene;1,3-Butanediol;;
2677;TOLUENE;3,4-XYLENOL;Toluene;3,4-Dimethylphenol;;
2678;TOLUENE;M-DICHLOROBENZENE;Toluene;m-Dichlorobenzene;;
2679;TOLUENE;HEXAFLUOROETHANE;Toluene;Hexafluoroethane [R116];;
2681;TOLUENE;SULFUR_DIOXIDE;Toluene;Sulfur dioxide;;
2682;TOLUENE;NEOPENTYL_GLYCOL;Toluene;2,2-Dimethyl-1,3-propanediol;;
2684;TOLUENE;M-DIBROMOBENZENE;Toluene;m-Dibromobenzene;;
2693;TOLUENE;N-Methylimidazole;Toluene;N-Methylimidazole;;
2790;TRIETHYLAMINE;WATER;Triethylamine;Water;;
2791;TRIETHYLAMINE;BENZOIC_ACID;Triethylamine;Benzoic acid;;
2792;TRIETHYLAMINE;BIS(CYANOETHYL)ETHER;Triethylamine;3,3'-Oxybispropionitrile;;
2793;TRIETHYLAMINE;FORMAMIDE;Triethylamine;Formamide;;
2794;TRIETHYLAMINE;PROPYLENE_CARBONATE;Triethylamine;Propylene carbonate;;
2795;TRIETHYLAMINE;SALICYLIC_ACID;Triethylamine;Salicylic acid;;
2800;1,1,2-TRICHLOROETHANE;WATER;1,1,2-Trichloroethane;Water;;
2801;TETRACHLOROETHYLENE;WATER;Tetrachloroethylene;Water;;
2802;TETRACHLOROETHYLENE;1,2-PROPYLENE_GLYCOL;Tetrachloroethylene;1,2-Propanediol;;
2804;TETRACHLOROETHYLENE;SULFUR_DIOXIDE;Tetrachloroethylene;Sulfur dioxide;;
2806;1,1,1-TRICHLOROETHANE;WATER;1,1,1-Trichloroethane [R140a];Water;;
2807;1,1,1-TRICHLOROETHANE;PROPANE;1,1,1-Trichloroethane [R140a];Propane;;
2808;1,1,1-TRICHLOROETHANE;CHLORODIFLUOROMETHANE;1,1,1-Trichloroethane [R140a];Chlorodifluoromethane [R22];;
2809;1,1,1-TRICHLOROETHANE;ISOBUTANE;1,1,1-Trichloroethane [R140a];2-Methylpropane;;
2810;1,1,1-TRICHLOROETHANE;DICHLOROFLUOROMETHANE;1,1,1-Trichloroethane [R140a];Dichlorofluoromethane [R21];;
2811;1,1,1-TRICHLOROETHANE;ETHANE;1,1,1-Trichloroethane [R140a];Ethane;;
2812;1,1,1-TRICHLOROETHANE;TRIFLUOROMETHANE;1,1,1-Trichloroethane [R140a];Fluoroform [R23];;
2813;1,1,1-TRICHLOROETHANE;DIFLUOROMETHANE;1,1,1-Trichloroethane [R140a];Difluoromethane [R32];;
2814;TRICHLOROETHYLENE;WATER;Trichloroethylene;Water;;
2816;2,2,5-TRIMETHYLHEXANE;WATER;2,2,5-Trimethylhexane;Water;;
2817;2,2,3-TRIMETHYLBUTANE;WATER;2,2,3-Trimethylbutane;Water;;
2818;VINYL_ACETATE;WATER;Vinyl acetate;Water;;
2819;WATER;M-XYLENE;Water;m-Xylene;;
2820;WATER;P-XYLENE;Water;p-Xylene;;
2821;WATER;NITROETHANE;Water;Nitroethane;;
2822;WATER;ISOPROPYL_MERCAPTAN;Water;2-Propanethiol;;
2823;WATER;N,N-DIETHYLANILINE;Water;N,N-Diethylaniline;;
2824;WATER;CYCLOPENTANOL;Water;Cyclopentanol;;
2825;WATER;FLUOROBENZENE;Water;Fluorobenzene;;
2826;WATER;5-Methylfurfural;Water;5-Methylfurfural;;
2827;WATER;1,1-Dimethoxyethane;Water;1,1-Dimethoxyethane;;
2829;WATER;METHYL_N-BUTYL_ETHER;Water;Methyl butyl ether;;
2830;WATER;1,1,2,2-TETRACHLOROETHANE;Water;1,1,2,2-Tetrachloroethane;;
2831;WATER;ETHYL_PROPIONATE;Water;Propanoic acid ethyl ester;;
2832;WATER;ISOPENTYL_ACETATE;Water;Isoamyl acetate;;
2833;WATER;N-BUTYL_PROPIONATE;Water;Propanoic acid butyl ester;;
2834;WATER;VINYL_CHLORIDE;Water;Vinyl chloride;;
2836;WATER;TERT-BUTYL_CHLORIDE;Water;tert-Butyl chloride;;
2837;WATER;HEXAMETHYLENEIMINE;Water;Hexamethylene imine;;
2838;WATER;ACRYLONITRILE;Water;Acrylonitrile;;
2839;WATER;ACROLEIN;Water;Acrolein;;
2840;WATER;Methyl_vinyl_ketone;Water;Methyl vinyl ketone;;
2841;WATER;METHACRYLIC_ACID;Water;Methacrylic acid;;
2842;WATER;ACETIC_ANHYDRIDE;Water;Acetic anhydride;;
2843;WATER;2-Methyl-3-buten-2-ol;Water;2-Methyl-3-buten-2-ol;;
2844;WATER;N-BUTYRIC_ACID;Water;Butyric acid;;
2845;WATER;PROPANE;Water;Propane;;
2846;WATER;N-PROPYL_ACETATE;Water;Propyl acetate;;
2847;WATER;N-HEXADECANOIC_ACID;Water;Palmitic acid;;
2848;WATER;CYCLOPENTANONE;Water;Cyclopentanone;;
2849;WATER;OLEIC_ACID;Water;Oleic acid;;
2850;WATER;PIPERIDINE;Water;Piperidine;;
2851;WATER;CHLORODIFLUOROMETHANE;Water;Chlorodifluoromethane [R22];;
2852;WATER;DICHLORODIFLUOROMETHANE;Water;Dichlorodifluoromethane [R12];;
2853;WATER;Tetradecanoic_acid_methyl_ester;Water;Methyl myristate;;
2854;WATER;PHENYLHYDRAZINE;Water;Phenylhydrazine;;
2855;WATER;CYCLOHEXANONE;Water;Cyclohexanone;;
2856;WATER;CYCLOHEXANOL;Water;Cyclohexanol;;
2857;WATER;Hexadecanoic_acid_methyl_ester;Water;Methyl palmitate;;
2858;WATER;2,4-Dimethylpyridine;Water;2,4-Dimethylpyridine;;
2859;WATER;2-NITROPROPANE;Water;2-Nitropropane;;
2860;WATER;1-PENTENE;Water;1-Pentene;;
2861;WATER;TRIBROMOMETHANE;Water;Tribromomethane [R20B3];;
2862;WATER;METHYL_METHACRYLATE;Water;Methacrylic acid methyl ester;;
2863;WATER;2-METHYL-2-BUTENE;Water;2-Methyl-2-butene;;
2864;WATER;N-OCTADECANOIC_ACID;Water;Stearic acid;;
2865;WATER;3-METHYL-1-BUTANOL;Water;3-Methyl-1-butanol;;
2866;WATER;N-HEXANOIC_ACID;Water;Hexanoic acid;;
2867;WATER;N-OCTANOIC_ACID;Water;Caprylic acid;;
2868;WATER;1-CHLOROOCTANE;Water;1-Chlorooctane;;
2869;WATER;2,3-XYLENOL;Water;2,3-Dimethylphenol;;
2870;WATER;2,4-XYLENOL;Water;2,4-Dimethylphenol;;
2871;WATER;2,6-XYLENOL;Water;2,6-Dimethylphenol;;
2872;WATER;3,5-XYLENOL;Water;3,5-Dimethylphenol;;
2873;WATER;METHACRYLONITRILE;Water;Methacrylonitrile;;
2874;WATER;THIOPHENE;Water;Thiophene;;
2875;WATER;3-PENTANONE;Water;3-Pentanone;;
2876;WATER;3-HEXANONE;Water;3-Hexanone;;
2877;WATER;4-HEPTANONE;Water;4-Heptanone;;
2878;WATER;N-BUTYL_FORMATE;Water;Formic acid butyl ester;;
2879;WATER;2-Methylfuran;Water;2-Methylfuran;;
2882;WATER;2-Methyltetrahydrofuran;Water;2-Methyltetrahydrofuran;;
2883;WATER;1-HEXANOL;Water;1-Hexanol;;
2884;WATER;HEXAFLUOROBENZENE;Water;Hexafluorobenzene;;
2885;WATER;Perfluoroheptane;Water;Perfluoro-n-heptane;;
2886;WATER;2,3-DIMETHYLPENTANE;Water;2,3-Dimethylpentane;;
2887;WATER;ISOBUTYRIC_ACID;Water;2-Methylpropanoic acid;;
2889;WATER;METHYL_BENZOATE;Water;Benzoic acid methyl ester;;
2890;WATER;BUTANAL;Water;Butyraldehyde;;
2891;WATER;CIS-DECAHYDRONAPHTHALENE;Water;cis-Decahydronaphthalene;;
2892;WATER;ISOBUTANE;Water;2-Methylpropane;;
2893;WATER;N-BUTYL_ACRYLATE;Water;2-Propenoic acid butyl ester;;
2894;WATER;ETHYL_ACRYLATE;Water;2-Propenoic acid ethyl ester;;
2895;WATER;ETHYL_CHLORIDE;Water;Chloroethane;;
2896;WATER;O-XYLENE;Water;o-Xylene;;
2897;WATER;ETHYLENE_GLYCOL_MONOBUTYL_ETHER_ACETATE;Water;2-Butoxyethyl acetate;;
2898;WATER;N-PENTANOIC_ACID;Water;Pentanoic acid;;
2899;WATER;N-METHYLANILINE;Water;N-Methylaniline;;
2900;WATER;PROPIONITRILE;Water;Propionitrile;;
2901;WATER;1-NONENE;Water;1-Nonene;;
2902;WATER;ISOPROPYL_CHLORIDE;Water;2-Chloropropane;;
2903;WATER;3-CHLOROPROPENE;Water;3-Chloro-1-propene;;
2904;WATER;FURAN;Water;Furan;;
2905;WATER;N-PROPYL_CHLORIDE;Water;1-Chloropropane;;
2906;WATER;ALPHA-METHYLBENZYL_ALCOHOL;Water;alpha.-Phenylethanol;;
2907;WATER;DI-N-BUTYLAMINE;Water;Dibutylamine;;
2908;WATER;ETHYL_PROPYL_ETHER;Water;Ethyl propyl ether;;
2909;WATER;DI-N-PROPYL_ETHER;Water;Di-n-propyl ether;;
2910;WATER;N-BUTYL_ETHYL_ETHER;Water;Ethyl butyl ether;;
2912;WATER;2-Methylcyclohexanol;Water;2-Methylcyclohexanol <Isomer not specified>;;
2913;WATER;1-HEPTANOL;Water;1-Heptanol;;
2914;WATER;1-OCTANOL;Water;1-Octanol;;
2915;WATER;1-DECANOL;Water;1-Decanol;;
2916;WATER;N-DODECANOIC_ACID;Water;Lauric acid;;
2917;WATER;N-TETRADECANOIC_ACID;Water;Myristic acid;;
2918;WATER;METHYL_DODECANOATE;Water;Methyl laurate;;
2919;WATER;Octadecanoic_acid_methyl_ester;Water;Methyl stearate;;
2920;WATER;CUMENE;Water;Isopropylbenzene;;
2921;WATER;2-Naphthol;Water;2-Naphthol;;
2922;WATER;1-DECENE;Water;1-Decene;;
2924;WATER;3-METHYL-1-BUTENE;Water;3-Methyl-1-butene;;
2925;WATER;ETHYL_ISOPROPYL_KETONE;Water;2-Methyl-3-pentanone;;
2927;WATER;1,3-BUTADIENE;Water;1,3-Butadiene;;
2928;WATER;2,3-DIMETHYLBUTANE;Water;2,3-Dimethylbutane;;
2929;WATER;1-BUTENE;Water;1-Butene;;
2930;WATER;N-PROPYLBENZENE;Water;Propylbenzene;;
2931;WATER;2,2-DIMETHYLBUTANE;Water;2,2-Dimethylbutane;;
2932;WATER;ETHYL_N-BUTYRATE;Water;Ethyl butyrate;;
2933;WATER;ACETOPHENONE;Water;Acetophenone;;
2934;WATER;ISOBUTYL_ACETATE;Water;Isobutyl acetate;;
2935;WATER;2-ETHYL-1-HEXANOL;Water;2-Ethyl-1-hexanol;;
2936;WATER;ISOPROPYL_ACETATE;Water;Acetic acid isopropyl ester;;
2937;WATER;CYCLOHEPTANE;Water;Cycloheptane;;
2938;WATER;CYCLOOCTANE;Water;Cyclooctane;;
2939;WATER;Cycloheptanol;Water;Cycloheptanol;;
2941;WATER;1,2,4,5-TETRAMETHYLBENZENE;Water;1,2,4,5-Tetramethylbenzene;;
2942;WATER;N-TRIDECANE;Water;Tridecane;;
2943;WATER;P-CYMENE;Water;4-Isopropyltoluene;;
2944;WATER;N-BUTYL_METHACRYLATE;Water;Methacrylic acid, butyl ester;;
2945;WATER;P-DIISOPROPYLBENZENE;Water;1,4-Diisopropylbenzene;;
2946;WATER;4-Isopropylphenol;Water;4-Isopropylphenol;;
2947;WATER;N-NONANE;Water;Nonane;;
2948;WATER;PROPANAL;Water;Propanal;;
2949;WATER;METHYL_PROPIONATE;Water;Methyl propanoate;;
2950;WATER;ETHYLCYCLOHEXANE;Water;Ethylcyclohexane;;
2951;WATER;Hexanoic_acid_methyl_ester;Water;Hexanoic acid methyl ester;;
2952;WATER;Octanoic_acid_methyl_ester;Water;Octanoic acid methyl ester;;
2953;WATER;METHYL_DECANOATE;Water;Decanoic acid methyl ester;;
2954;WATER;1-Naphthol;Water;1-Naphthol;;
2955;WATER;Ethyl_isopropyl_amine;Water;Ethyl isopropyl amine;;
2956;WATER;Dimethyl_isopropyl_amine;Water;Dimethyl isopropyl amine;;
2957;WATER;Methyl_butyl_amine;Water;Methyl butyl amine;;
2958;WATER;N-PENTYL_ACETATE;Water;Amyl acetate;;
2959;WATER;DIISOBUTYL_KETONE;Water;Diisobutyl ketone;;
2960;WATER;N-PROPYL_FORMATE;Water;Formic acid propyl ester;;
2961;WATER;DIETHYL_SULFIDE;Water;Diethyl sulfide;;
2962;WATER;Ethyl_butyl_amine;Water;Ethyl butyl amine;;
2963;WATER;N-BUTYL_N-BUTYRATE;Water;Butanoic acid butyl ester;;
2964;WATER;ADIPONITRILE;Water;1,4-Dicyanobutane;;
2965;WATER;BENZOIC_ACID;Water;Benzoic acid;;
2966;WATER;3-Methyl-3-buten-1-ol;Water;3-Methyl-3-buten-1-ol;;
2967;WATER;METHYL_ISOPROPYL_KETONE;Water;Methyl isopropyl ketone;;
2968;WATER;N-PROPYL_PROPIONATE;Water;Propanoic acid propyl ester;;
2969;WATER;QUINOLINE;Water;Quinoline;;
2970;WATER;2,4-Dichlorophenol;Water;2,4-Dichlorophenol;;
2971;WATER;ALPHA-EPICHLOROHYDRIN;Water;Epichlorohydrin;;
2972;WATER;CHLOROTRIFLUOROMETHANE;Water;Chlorotrifluoromethane [R13];;
2973;WATER;CHLOROCYCLOHEXANE;Water;Chlorocyclohexane;;
2974;WATER;N-Ethyl-sec.butylamine;Water;N-Ethyl-sec.butylamine;;
2975;WATER;TRANS-2-BUTENE;Water;trans-2-Butene;;
2976;WATER;DIMETHYL_CARBONATE;Water;Carbonic acid dimethyl ester;;
2977;WATER;5-NONANONE;Water;5-Nonanone;;
2978;WATER;Ethylene_glycol_monoisobutyl_ether;Water;Ethylene glycol monoisobutyl ether;;
2979;WATER;ISOBUTENE;Water;Isobutylene;;
2980;WATER;2-METHYLPROPANAL;Water;2-Methylpropanal;;
2981;WATER;CIS-2-BUTENE;Water;cis-2-Butene;;
2982;WATER;3-METHYLHEXANE;Water;3-Methylhexane;;
2983;WATER;METHYL_ACRYLATE;Water;2-Propenoic acid methyl ester;;
2984;WATER;Perfluorohexane;Water;Perfluorohexane;;
2985;WATER;1,2,4-TRICHLOROBENZENE;Water;1,2,4-Trichlorobenzene;;
2986;WATER;NEOPENTANE;Water;2,2-Dimethylpropane;;
2987;WATER;4-METHYL-2-PENTANOL;Water;4-Methyl-2-pentanol;;
2988;WATER;BIPHENYL;Water;Biphenyl;;
2989;WATER;DIPHENYLMETHANE;Water;Diphenylmethane;;
2990;WATER;SEC-BUTYLBENZENE;Water;sec-Butylbenzene;;
2991;WATER;2-METHYL-1-PENTENE;Water;2-Methyl-1-pentene;;
2992;WATER;4-METHYL-1-PENTENE;Water;4-Methyl-1-pentene;;
2993;WATER;N-EICOSANE;Water;Eicosane;;
2994;WATER;MESITYLENE;Water;1,3,5-Trimethylbenzene;;
2995;WATER;BENZYL_ACETATE;Water;Acetic acid benzyl ester;;
2996;WATER;O-NITROTOLUENE;Water;o-Nitrotoluene;;
2997;WATER;M-NITROTOLUENE;Water;m-Nitrotoluene;;
2998;WATER;P-NITROTOLUENE;Water;p-Nitrotoluene;;
2999;WATER;5-Ethyl-2-methylpyridine;Water;5-Ethyl-2-methylpyridine;;
3000;WATER;DIETHYLENE_GLYCOL_DIETHYL_ETHER;Water;Diethylene glycol diethyl ether;;
3002;WATER;N-DECANOIC_ACID;Water;Capric acid;;
3004;WATER;ISOQUINOLINE;Water;Isoquinoline;;
3005;WATER;QUINALDINE;Water;Quinaldine;;
3006;WATER;Salicylic_acid_ethyl_ester;Water;Salicylic acid ethyl ester;;
3007;WATER;DIPHENYL_ETHER;Water;Diphenyl ether;;
3008;WATER;4-Methylquinoline;Water;4-Methylquinoline;;
3013;WATER;1-UNDECANOL;Water;1-Undecanol;;
3014;WATER;N-HEXADECANE;Water;Hexadecane;;
3015;WATER;DI-N-BUTYL_PHTHALATE;Water;Phthalic acid dibutyl ester;;
3016;WATER;DIBUTYL_SEBACATE;Water;Decanedioic acid dibutyl ester;;
3017;WATER;1,2,4-TRIMETHYLBENZENE;Water;1,2,4-Trimethylbenzene;;
3018;WATER;1,2,3-TRIMETHYLBENZENE;Water;1,2,3-Trimethylbenzene;;
3020;WATER;1-Bromopentane;Water;1-Bromopentane;;
3021;WATER;1-DODECANOL;Water;1-Dodecanol;;
3022;WATER;1,2-DICHLOROTETRAFLUOROETHANE;Water;1,2-Dichlorotetrafluoroethane [R114];;
3023;WATER;DICHLOROFLUOROMETHANE;Water;Dichlorofluoromethane [R21];;
3024;WATER;T-BUTYL_HYDROPEROXIDE;Water;tert.Butyl hydroperoxide;;
3025;WATER;MESITYL_OXIDE;Water;4-Methyl-3-penten-2-one;;
3026;WATER;ETHYLENE_GLYCOL_DIACETATE;Water;Ethylene glycol diacetate;;
3027;WATER;DIISOBUTYL_ETHER;Water;Diisobutyl ether;;
3029;WATER;2,4,6-TRIMETHYLPYRIDINE;Water;2,4,6-Trimethylpyridine;;
3030;WATER;METHYL_MERCAPTAN;Water;Methanethiol;;
3031;WATER;DIMETHYL_ETHER;Water;Dimethyl ether;;
3032;WATER;METHYL_CHLORIDE;Water;Methyl chloride;;
3033;WATER;DIETHYL_PHTHALATE;Water;Phthalic acid diethyl ester;;
3034;WATER;1-HEXYNE;Water;1-Hexyne;;
3035;WATER;1-HEPTYNE;Water;1-Heptyne;;
3036;WATER;Tripentylamine;Water;Tripentylamine;;
3038;WATER;1-HEPTENE;Water;1-Heptene;;
3039;WATER;1,5-HEXADIENE;Water;1,5-Hexadiene;;
3042;WATER;N-PROPYL_N-BUTYRATE;Water;Butanoic acid propyl ester;;
3043;WATER;1-PENTYNE;Water;1-Pentyne;;
3045;WATER;PHENETOLE;Water;Ethoxybenzene;;
3048;WATER;N-OCTYL_ACETATE;Water;Octyl acetate;;
3049;WATER;ISOPHORONE;Water;3,5,5-Trimethyl-2-cyclohexen-1-one;;
3050;WATER;2-HEXANONE;Water;2-Hexanone;;
3052;WATER;ETHYL_ISOVALERATE;Water;Ethyl isovalerate;;
3053;WATER;4-NITROPHENOL;Water;p-Nitrophenol;;
3054;WATER;1,1,1,2-TETRACHLOROETHANE;Water;1,1,1,2-Tetrachloroethane [R130a];;
3055;WATER;PENTACHLOROETHANE;Water;Pentachloroethane;;
3057;WATER;2,2'-Dicyano_diethyl_sulfide;Water;2,2'-Dicyano diethyl sulfide;;
3058;WATER;BIS(CYANOETHYL)ETHER;Water;3,3'-Oxybispropionitrile;;
3059;WATER;2,5-Dimethyltetrahydrofuran;Water;2,5-Dimethyltetrahydrofuran;;
3060;WATER;3-METHYLHEPTANE;Water;3-Methylheptane;;
3061;WATER;O-TOLUIDINE;Water;o-Methylaniline;;
3064;WATER;1,1,2,2-TETRABROMOETHANE;Water;1,1,2,2-Tetrabromoethane;;
3065;WATER;METHYL_OLEATE;Water;Methyl oleate;;
3066;WATER;PARALDEHYDE;Water;2,4,6-Trimethyl-1,3,5-trioxane;;
3080;WATER;DI-N-NONYL_PHTHALATE;Water;Phthalic acid dinonyl ester;;
3082;WATER;1-NONYNE;Water;1-Nonyne;;
3084;WATER;DIMETHYL-OXALATE;Water;Dimethyl oxalate;;
3086;WATER;3-METHYL-2-PENTANONE;Water;3-Methyl-2-pentanone;;
3087;WATER;3,3-DIMETHYL-2-BUTANONE;Water;3,3-Dimethyl-2-butanone;;
3088;WATER;DIISOPROPYL_KETONE;Water;2,4-Dimethyl-3-pentanone;;
3090;WATER;2-METHYL-1-BUTANOL;Water;2-Methyl-1-butanol;;
3091;WATER;2,2-DIMETHYL-1-PROPANOL;Water;2,2-Dimethyl-1-propanol;;
3092;WATER;2-PENTANOL;Water;2-Pentanol;;
3093;WATER;3-PENTANOL;Water;3-Pentanol;;
3094;WATER;3-METHYL-2-BUTANOL;Water;3-Methyl-2-butanol;;
3095;WATER;2-METHYL-2-BUTANOL;Water;tert-Pentanol;;
3103;WATER;2,3,3-Trimethyl-2-butanol;Water;2,3,3-Trimethyl-2-butanol;;
3104;WATER;3-Ethyl-3-pentanol;Water;3-Ethyl-3-pentanol;;
3106;WATER;2,3-DIMETHYL-2-PENTANOL;Water;2,3-Dimethyl-2-pentanol;;
3111;WATER;2,4-Dimethyl-3-pentanol;Water;2,4-Dimethyl-3-pentanol;;
3112;WATER;3-METHYL-3-PENTANOL;Water;3-Methyl-3-pentanol;;
3118;WATER;2-HEXANOL;Water;2-Hexanol;;
3120;WATER;1-Bromo-2-chloroethane;Water;1-Bromo-2-chloroethane;;
3121;WATER;1,3-DICHLOROPROPANE;Water;1,3-Dichloropropane;;
3122;WATER;DIETHYL-ADIPATE;Water;Diethyl adipate;;
3123;WATER;DIBROMOMETHANE;Water;Dibromomethane [R30B2];;
3124;WATER;O-NITROANISOLE;Water;2-Methoxynitrobenzene;;
3125;WATER;1,3-Dibromopropane;Water;1,3-Dibromopropane;;
3126;WATER;DIPHENYLAMINE;Water;Diphenylamine;;
3128;WATER;O-CHLOROTOLUENE;Water;o-Chlorotoluene;;
3129;WATER;ETHYL_BENZOATE;Water;Ethyl benzoate;;
3130;WATER;1-BROMOPROPANE;Water;Propyl bromide;;
3132;WATER;PROPYLENE_GLYCOL_N-PROPYL_ETHER;Water;1-Propoxy-2-propanol;;
3133;WATER;2-PROPOXY-1-PROPANOL;Water;2-Propoxy-1-propanol;;
3134;WATER;2-METHACRYLAMIDE;Water;2-Methyl propenoic acid amide <Methacrylamide>;;
3135;WATER;ISOVALERIC_ACID;Water;3-Methylbutanoic acid;;
3136;WATER;ETHYL_ACETOACETATE;Water;Ethyl acetoacetate;;
3137;WATER;METHYL_N-BUTYRATE;Water;Methyl butanoate;;
3138;WATER;1-HEXADECANOL;Water;1-Hexadecanol;;
3139;WATER;1-OCTADECANOL;Water;1-Octadecanol;;
3140;WATER;N-UNDECANE;Water;n-Undecane;;
3141;WATER;2-METHYLOCTANE;Water;2-Methyloctane;;
3142;WATER;2,3,4-TRIMETHYLPENTANE;Water;2,3,4-Trimethyl pentane;;
3143;WATER;N-PENTADECANE;Water;Pentadecane;;
3144;WATER;PROPYLENE_CARBONATE;Water;Propylene carbonate;;
3145;WATER;1-ETHYLNAPHTHALENE;Water;1-Ethylnaphthalene;;
3146;WATER;BIS(2-CHLOROETHYL)SULFIDE;Water;2,2'-Dichloro diethyl sulfide;;
3147;WATER;1-OCTYNE;Water;1-Octyne;;
3148;WATER;SALICYLIC_ACID;Water;Salicylic acid;;
3149;WATER;3-NITROBENZOICACID;Water;3-Nitro benzoic acid;;
3151;WATER;ETHYLIDENE_DIACETATE;Water;1,1-Ethanediol diacetate;;
3152;WATER;N-HEPTANOIC_ACID;Water;Heptanoic acid;;
3153;WATER;2-BROMOPROPANE;Water;Isopropyl bromide;;
3156;WATER;P-CHLOROTOLUENE;Water;p-Chlorotoluene;;
3157;WATER;1-DODECENE;Water;1-Dodecene;;
3158;WATER;PENTANAL;Water;Valeraldehyde;;
3159;WATER;HEXANAL;Water;Hexanal;;
3160;WATER;HEPTANAL;Water;Heptanal;;
3161;WATER;OCTANAL;Water;Octanal;;
3162;WATER;NONANAL;Water;Nonanal;;
3164;WATER;INDENE;Water;Indene;;
3165;WATER;2-METHYLHEXANE;Water;2-Methylhexane;;
3167;WATER;2,4-DIMETHYLHEXANE;Water;2,4-Dimethylhexane;;
3168;WATER;TERT-BUTYLBENZENE;Water;tert-Butylbenzene;;
3169;WATER;1,2-BENZENEDIOL;Water;1,2-Dihydroxybenzene <Pyrocatechol>;;
3170;WATER;OXACYCLOHEXANE;Water;Tetrahydropyran;;
3172;WATER;M-NITROBENZALDEHYDE;Water;3-Nitrobenzaldehyde;;
3174;WATER;o-Nitrophenol;Water;o-Nitrophenol;;
3175;WATER;2,6-DIMETHYLHEPTANE;Water;2,6-Dimethylheptane;;
3177;WATER;SUCCINONITRILE;Water;1,2-Dicyanoethane;;
