sys;T;x1_L1;x1_L2;c1;c2
6155;160.0;4.736927992523291e-06;0.9987659206772143;ANILINE;3-METHYLHEXANE
6155;169.9876118374922;2.062165850971081e-05;0.9980085854972214;ANILINE;3-METHYLHEXANE
6155;179.96749147587934;7.133458434075747e-05;0.9968944948467908;ANILINE;3-METHYLHEXANE
6155;189.93572307850386;0.00020523595396740053;0.9953126616154666;ANILINE;3-METHYLHEXANE
6155;199.88679733511884;0.0005086820639064884;0.9931363413309463;ANILINE;3-METHYLHEXANE
6155;209.81307392778925;0.0011164324238392307;0.9902234883510026;ANILINE;3-METHYLHEXANE
6155;219.7041444870609;0.0022175702343022693;0.9864169142538951;ANILINE;3-METHYLHEXANE
6155;229.5461379272568;0.004056258224468415;0.9815442289803572;ANILINE;3-METHYLHEXANE
6155;239.3210176348157;0.006928042683513466;0.9754177505019465;ANILINE;3-METHYLHEXANE
6155;249.005914713;0.0111729157589307;0.9678346050462011;ANILINE;3-METHYLHEXANE
6155;258.5725316058727;0.017166118615597855;0.9585772393419092;ANILINE;3-METHYLHEXANE
6155;267.9866428131358;0.02530716636281073;0.9474145536942062;ANILINE;3-METHYLHEXANE
6155;277.20771668644977;0.036007156370892496;0.9341038467588072;ANILINE;3-METHYLHEXANE
6155;286.18868359032894;0.049674252556699175;0.9183937353224323;ANILINE;3-METHYLHEXANE
6155;294.87587841798626;0.06669735720086585;0.9000281464558804;ANILINE;3-METHYLHEXANE
6155;303.2091863105364;0.08742838244689902;0.8787513433159876;ANILINE;3-METHYLHEXANE
6155;311.12241591922725;0.11216421683690171;0.8543136570691583;ANILINE;3-METHYLHEXANE
6155;318.5439103215498;0.14113051694238574;0.8264769989699605;ANILINE;3-METHYLHEXANE
6155;325.39737514182553;0.17447110158847218;0.7950179487149769;ANILINE;3-METHYLHEXANE
6155;331.60284361309056;0.21224989787210477;0.7597232047054855;ANILINE;3-METHYLHEXANE
6155;337.0775766814244;0.25448032894625605;0.7203640267924947;ANILINE;3-METHYLHEXANE
6155;341.73641365988675;0.30122326054481324;0.6766093097263729;ANILINE;3-METHYLHEXANE
6155;345.49027415170235;0.3529126883026317;0.6277165630012755;ANILINE;3-METHYLHEXANE
6155;348.2383128986888;0.41198756664523034;0.5709225856182852;ANILINE;3-METHYLHEXANE
6155;349.35085803150014;0.45905378727152085;0.5248438046524287;ANILINE;3-METHYLHEXANE
6155;349.6179801178881;0.48632861489890056;0.4983029243689245;ANILINE;3-METHYLHEXANE
