sys;c1;c2;x1;x1_calc;T;phase;ALDS;;AALDS;60.32378574
779;1-Butanol;Water;0.491;0.526018266;293.145;L2;6.889181058;;;
779;1-Butanol;Water;0.491385;0.526018266;293.145;L2;6.810800378;;;
779;1-Butanol;Water;0.491852;0.526020841;293.15;L2;6.716297539;;;
779;1-Butanol;Water;0.492;0.526014661;293.138;L2;6.685036848;;;
779;1-Butanol;Water;0.492;0.530153947;303.143;L2;7.468871391;;;
779;1-Butanol;Water;0.492944;0.526018266;293.145;L2;6.494036104;;;
779;1-Butanol;Water;0.492944;0.526018266;293.145;L2;6.494036104;;;
779;1-Butanol;Water;0.492944;0.526018266;293.145;L2;6.494036104;;;
779;1-Butanol;Water;0.492944;0.526018266;293.145;L2;6.494036104;;;
779;1-Butanol;Water;0.493;0.526014661;293.138;L2;6.481991093;;;
779;1-Butanol;Water;0.493;0.528673657;298.6;L2;6.986216197;;;
779;1-Butanol;Water;0.493;0.530151015;303.134;L2;7.265272588;;;
779;1-Butanol;Water;0.4931;0.52086919;283.148;L2;5.478694214;;;
779;1-Butanol;Water;0.4931;0.525216829;291.589;L2;6.309919172;;;
779;1-Butanol;Water;0.4936;0.526046595;293.2;L2;6.366431987;;;
779;1-Butanol;Water;0.494;0.523443985;288.147;L2;5.789450644;;;
779;1-Butanol;Water;0.494;0.528522468;298.136;L2;6.754979999;;;
779;1-Butanol;Water;0.4942;0.528541366;298.194;L2;6.718077927;;;
779;1-Butanol;Water;0.494509;0.523443985;288.147;L2;5.686467253;;;
779;1-Butanol;Water;0.494509;0.525503719;292.146;L2;6.079191626;;;
779;1-Butanol;Water;0.494509;0.529173821;300.135;L2;6.775161091;;;
779;1-Butanol;Water;0.495;0.523440895;288.141;L2;5.586635783;;;
779;1-Butanol;Water;0.496;0.523440895;288.141;L2;5.384819368;;;
779;1-Butanol;Water;0.496;0.526020841;293.15;L2;5.87649069;;;
779;1-Butanol;Water;0.496;0.528848307;299.136;L2;6.412570976;;;
779;1-Butanol;Water;0.496;0.530156228;303.15;L2;6.65958062;;;
779;1-Butanol;Water;0.49608;0.524988657;291.146;L2;5.66394526;;;
779;1-Butanol;Water;0.49608;0.528852869;299.15;L2;6.39730587;;;
779;1-Butanol;Water;0.496815;0.524398396;290;L2;5.403396975;;;
779;1-Butanol;Water;0.497026;0.520844467;283.1;L2;4.680913074;;;
779;1-Butanol;Water;0.497657;0.520663165;282.748;L2;4.519223165;;;
779;1-Butanol;Water;0.497657;0.523958533;289.146;L2;5.150146099;;;
779;1-Butanol;Water;0.497657;0.524473595;290.146;L2;5.248399868;;;
779;1-Butanol;Water;0.498;0.520867129;283.144;L2;4.489490149;;;
779;1-Butanol;Water;0.498;0.526014661;293.138;L2;5.472900795;;;
779;1-Butanol;Water;0.499;0.513830144;273.15;L2;2.928665595;;;
779;1-Butanol;Water;0.499;0.517425894;278.147;L2;3.626021913;;;
779;1-Butanol;Water;0.499;0.528673657;298.6;L2;5.776524026;;;
779;1-Butanol;Water;0.4994;0.513830144;273.15;L2;2.848537385;;;
779;1-Butanol;Water;0.4994;0.526018266;293.145;L2;5.192856052;;;
779;1-Butanol;Water;0.5;0.528522468;298.136;L2;5.547721876;;;
779;1-Butanol;Water;0.500194;0.522411286;286.142;L2;4.345915869;;;
779;1-Butanol;Water;0.500512;0.517392074;278.1;L2;3.316937624;;;
779;1-Butanol;Water;0.5018;0.523445531;288.15;L2;4.223134321;;;
779;1-Butanol;Water;0.502425;0.518759279;280;L2;3.199358355;;;
779;1-Butanol;Water;0.5032;0.528525074;298.144;L2;4.910254251;;;
779;1-Butanol;Water;0.504403;0.511563461;270;L2;1.409609439;;;
779;1-Butanol;Water;0.505959;0.510235113;268.154;L2;0.841598703;;;
779;1-Butanol;Water;0.5061;0.520867129;283.144;L2;2.87607003;;;
779;1-Butanol;Water;0.508;0.528522468;298.136;L2;3.96038696;;;
779;1-Butanol;Water;0.508871;0.513830144;273.15;L2;0.969820538;;;
779;1-Butanol;Water;0.510498;0.528527029;298.15;L2;3.470722699;;;
779;1-Butanol;Water;0.5112;0.513830144;273.15;L2;0.513184863;;;
779;1-Butanol;Water;0.512;0.528476198;297.994;L2;3.167314236;;;
779;1-Butanol;Water;0.515418;0.530156228;303.15;L2;2.819351098;;;
779;1-Butanol;Water;0.516079;0.526020841;293.15;L2;1.908097909;;;
779;1-Butanol;Water;0.522;0.531785427;308.15;L2;1.857248739;;;
779;1-Butanol;Water;0.5289;0.528510737;298.1;L2;0.073625698;;;
779;1-Butanol;Water;0.550303;0.528527029;298.15;L2;4.037508876;;;
779;1-Butanol;Water;0.553897;0.528543321;298.2;L2;4.685397721;;;
827;2-Butanone;Water;0.032344;;293.138;L1;;;;
827;2-Butanone;Water;0.037776;;303.143;L1;;;;
827;2-Butanone;Water;0.041196;;303.15;L1;;;;
827;2-Butanone;Water;0.0436;;335.324;L1;;;;
827;2-Butanone;Water;0.0464;;333.084;L1;;;;
827;2-Butanone;Water;0.0464;;346.73;L1;;;;
827;2-Butanone;Water;0.0467;0.129442516;372.424;L1;101.9492726;;;
827;2-Butanone;Water;0.048;;340.244;L1;;;;
827;2-Butanone;Water;0.048;;343.124;L1;;;;
827;2-Butanone;Water;0.048;;343.132;L1;;;;
827;2-Butanone;Water;0.04868;;342.682;L1;;;;
827;2-Butanone;Water;0.049338;;354.179;L1;;;;
827;2-Butanone;Water;0.05;;346.904;L1;;;;
827;2-Butanone;Water;0.050329;;356.123;L1;;;;
827;2-Butanone;Water;0.05066;;344.124;L1;;;;
827;2-Butanone;Water;0.0511;;346.541;L1;;;;
827;2-Butanone;Water;0.0513;;318.089;L1;;;;
827;2-Butanone;Water;0.051324;;328.186;L1;;;;
827;2-Butanone;Water;0.0518;;338.133;L1;;;;
827;2-Butanone;Water;0.051991;;333.75;L1;;;;
827;2-Butanone;Water;0.052;0.144541081;369.68;L1;102.2320046;;;
827;2-Butanone;Water;0.052;;333.124;L1;;;;
827;2-Butanone;Water;0.052;;333.134;L1;;;;
827;2-Butanone;Water;0.052;;334.29;L1;;;;
827;2-Butanone;Water;0.05266;;343.35;L1;;;;
827;2-Butanone;Water;0.052995;;338.124;L1;;;;
827;2-Butanone;Water;0.053;;330.205;L1;;;;
827;2-Butanone;Water;0.053216;;298.15;L1;;;;
827;2-Butanone;Water;0.054005;;335.124;L1;;;;
827;2-Butanone;Water;0.054005;;358.123;L1;;;;
827;2-Butanone;Water;0.0542;;328.136;L1;;;;
827;2-Butanone;Water;0.054681;;329.125;L1;;;;
827;2-Butanone;Water;0.054681;;329.485;L1;;;;
827;2-Butanone;Water;0.055;;330.195;L1;;;;
827;2-Butanone;Water;0.0553;;323.15;L1;;;;
827;2-Butanone;Water;0.0554;;313.14;L1;;;;
827;2-Butanone;Water;0.0554;;313.14;L1;;;;
827;2-Butanone;Water;0.0561;;303.15;L1;;;;
827;2-Butanone;Water;0.0561;;323.15;L1;;;;
827;2-Butanone;Water;0.057066;0.127096141;373.174;L1;80.07353231;;;
827;2-Butanone;Water;0.0571;0.099657138;397.028;L1;55.69315581;;;
827;2-Butanone;Water;0.0571;;308.132;L1;;;;
827;2-Butanone;Water;0.058;;313.37;L1;;;;
827;2-Butanone;Water;0.058;;318.139;L1;;;;
827;2-Butanone;Water;0.059;;313.13;L1;;;;
827;2-Butanone;Water;0.059134;;312.89;L1;;;;
827;2-Butanone;Water;0.0598;0.10573357;387.09;L1;56.99167785;;;
827;2-Butanone;Water;0.060106;;318.2;L1;;;;
827;2-Butanone;Water;0.060873;;300.135;L1;;;;
827;2-Butanone;Water;0.060873;;322.85;L1;;;;
827;2-Butanone;Water;0.060873;;323.127;L1;;;;
827;2-Butanone;Water;0.061;;318.15;L1;;;;
827;2-Butanone;Water;0.062276;;318.128;L1;;;;
827;2-Butanone;Water;0.062629;0.104888671;388.127;L1;51.56710819;;;
827;2-Butanone;Water;0.062629;;313.13;L1;;;;
827;2-Butanone;Water;0.062629;;323.987;L1;;;;
827;2-Butanone;Water;0.063;;293.095;L1;;;;
827;2-Butanone;Water;0.063834;;293.15;L1;;;;
827;2-Butanone;Water;0.0641;;313.15;L1;;;;
827;2-Butanone;Water;0.0643;;297.594;L1;;;;
827;2-Butanone;Water;0.0644;;318.089;L1;;;;
827;2-Butanone;Water;0.0648;;313.15;L1;;;;
827;2-Butanone;Water;0.064827;0.106530798;386.126;L1;49.67119432;;;
827;2-Butanone;Water;0.064827;0.106530798;386.126;L1;49.67119432;;;
827;2-Butanone;Water;0.064827;;312.13;L1;;;;
827;2-Butanone;Water;0.064827;;312.63;L1;;;;
827;2-Butanone;Water;0.065;;318.139;L1;;;;
827;2-Butanone;Water;0.065828;;312.75;L1;;;;
827;2-Butanone;Water;0.066;;308.15;L1;;;;
827;2-Butanone;Water;0.067267;;308.132;L1;;;;
827;2-Butanone;Water;0.067267;;310.981;L1;;;;
827;2-Butanone;Water;0.067375;;308.2;L1;;;;
827;2-Butanone;Water;0.0674;0.096780206;405.53;L1;36.1797472;;;
827;2-Butanone;Water;0.0674;;293.738;L1;;;;
827;2-Butanone;Water;0.068;;308.142;L1;;;;
827;2-Butanone;Water;0.0683;;308.15;L1;;;;
827;2-Butanone;Water;0.068374;;293.138;L1;;;;
827;2-Butanone;Water;0.068716;;300.135;L1;;;;
827;2-Butanone;Water;0.068716;;307.982;L1;;;;
827;2-Butanone;Water;0.0688;;303.15;L1;;;;
827;2-Butanone;Water;0.0691;;303.15;L1;;;;
827;2-Butanone;Water;0.0701;0.100071265;396.09;L1;35.59597881;;;
827;2-Butanone;Water;0.0701;;302.14;L1;;;;
827;2-Butanone;Water;0.07137;;298.144;L1;;;;
827;2-Butanone;Water;0.071461;;298.144;L1;;;;
827;2-Butanone;Water;0.0718;;308.142;L1;;;;
827;2-Butanone;Water;0.072732;;288.15;L1;;;;
827;2-Butanone;Water;0.073127;;299.835;L1;;;;
827;2-Butanone;Water;0.073127;;303.634;L1;;;;
827;2-Butanone;Water;0.073387;;303.134;L1;;;;
827;2-Butanone;Water;0.073871;;303.393;L1;;;;
827;2-Butanone;Water;0.074;;293.138;L1;;;;
827;2-Butanone;Water;0.0746;;298.136;L1;;;;
827;2-Butanone;Water;0.074618;;293.145;L1;;;;
827;2-Butanone;Water;0.074618;;293.145;L1;;;;
827;2-Butanone;Water;0.074618;;298.136;L1;;;;
827;2-Butanone;Water;0.074618;;298.136;L1;;;;
827;2-Butanone;Water;0.074993;;302.85;L1;;;;
827;2-Butanone;Water;0.075368;;309.091;L1;;;;
827;2-Butanone;Water;0.076121;;298.136;L1;;;;
827;2-Butanone;Water;0.076121;;298.136;L1;;;;
827;2-Butanone;Water;0.076121;;298.15;L1;;;;
827;2-Butanone;Water;0.0768;;298.136;L1;;;;
827;2-Butanone;Water;0.0774;;298.15;L1;;;;
827;2-Butanone;Water;0.077635;;303.143;L1;;;;
827;2-Butanone;Water;0.078;;298.136;L1;;;;
827;2-Butanone;Water;0.078;;298.15;L1;;;;
827;2-Butanone;Water;0.078015;;298.144;L1;;;;
827;2-Butanone;Water;0.078282;;298.2;L1;;;;
827;2-Butanone;Water;0.078396;;298.144;L1;;;;
827;2-Butanone;Water;0.078396;;298.194;L1;;;;
827;2-Butanone;Water;0.078778;;298.136;L1;;;;
827;2-Butanone;Water;0.0788;;298.136;L1;;;;
827;2-Butanone;Water;0.079;;293.138;L1;;;;
827;2-Butanone;Water;0.079;;298.144;L1;;;;
827;2-Butanone;Water;0.079046;;298.136;L1;;;;
827;2-Butanone;Water;0.07916;;293.138;L1;;;;
827;2-Butanone;Water;0.07916;;298.15;L1;;;;
827;2-Butanone;Water;0.0793;;293.15;L1;;;;
827;2-Butanone;Water;0.0795;;298.15;L1;;;;
827;2-Butanone;Water;0.079758;;283.15;L1;;;;
827;2-Butanone;Water;0.085889;;293.138;L1;;;;
827;2-Butanone;Water;0.086166;;293.145;L1;;;;
827;2-Butanone;Water;0.0862;;298.144;L1;;;;
827;2-Butanone;Water;0.08696;;292.146;L1;;;;
827;2-Butanone;Water;0.08696;;292.45;L1;;;;
827;2-Butanone;Water;0.0885;;293.15;L1;;;;
827;2-Butanone;Water;0.088555;;291.146;L1;;;;
827;2-Butanone;Water;0.089759;;291.639;L1;;;;
827;2-Butanone;Water;0.090566;;290.146;L1;;;;
827;2-Butanone;Water;0.090971;;291.139;L1;;;;
827;2-Butanone;Water;0.091376;;284.143;L1;;;;
827;2-Butanone;Water;0.0915;;288.15;L1;;;;
827;2-Butanone;Water;0.092189;;289.146;L1;;;;
827;2-Butanone;Water;0.0926;0.096180505;408.55;L1;3.793754476;;;
827;2-Butanone;Water;0.093;;293.145;L1;;;;
827;2-Butanone;Water;0.093005;;288.147;L1;;;;
827;2-Butanone;Water;0.096011;0.096886708;405.13;L1;0.907956891;;;
827;2-Butanone;Water;0.096011;0.096886708;405.13;L1;0.907956891;;;
827;2-Butanone;Water;0.096011;;288.641;L1;;;;
827;2-Butanone;Water;0.096011;;289.14;L1;;;;
827;2-Butanone;Water;0.0975;0.095014773;418.233;L1;2.581999323;;;
827;2-Butanone;Water;0.0975;;274.749;L1;;;;
827;2-Butanone;Water;0.100918;;282.75;L1;;;;
827;2-Butanone;Water;0.101343;;284.143;L1;;;;
827;2-Butanone;Water;0.1027;;288.147;L1;;;;
827;2-Butanone;Water;0.103908;0.095459649;413.132;L1;8.480225762;;;
827;2-Butanone;Water;0.106503;;282.644;L1;;;;
827;2-Butanone;Water;0.10913;;280.646;L1;;;;
827;2-Butanone;Water;0.115383;;278.147;L1;;;;
827;2-Butanone;Water;0.1158;;283.148;L1;;;;
827;2-Butanone;Water;0.1209;;273.1;L1;;;;
827;2-Butanone;Water;0.1209;;273.1;L1;;;;
827;2-Butanone;Water;0.121815;;273.15;L1;;;;
827;2-Butanone;Water;0.127095;0.095866556;410.131;L1;28.19776555;;;
827;2-Butanone;Water;0.127095;0.095866556;410.131;L1;28.19776555;;;
827;2-Butanone;Water;0.127095;;272.65;L1;;;;
827;2-Butanone;Water;0.127095;;273.15;L1;;;;
827;2-Butanone;Water;0.1277;;254.655;L1;;;;
827;2-Butanone;Water;0.137532;0.095672974;411.132;L1;36.29207621;;;
827;2-Butanone;Water;0.137532;0.095672974;411.132;L1;36.29207621;;;
827;2-Butanone;Water;0.137532;;268.654;L1;;;;
827;2-Butanone;Water;0.137532;;269.153;L1;;;;
827;2-Butanone;Water;0.1377;;266.38;L1;;;;
827;2-Butanone;Water;0.1403;;278.149;L1;;;;
827;2-Butanone;Water;0.1415;;264.557;L1;;;;
827;2-Butanone;Water;0.1448;;263.152;L1;;;;
827;2-Butanone;Water;0.1473;0.095265737;414.95;L1;43.58011053;;;
827;2-Butanone;Water;0.1561;0.09493503;424.034;L1;49.73040646;;;
827;2-Butanone;Water;0.1561;;248.17;L1;;;;
827;2-Butanone;Water;0.162979;;261.759;L1;;;;
827;2-Butanone;Water;0.1679;;273.15;L1;;;;
827;2-Butanone;Water;0.169719;0.095182221;415.733;L1;57.83509581;;;
827;2-Butanone;Water;0.169719;0.095182221;415.733;L1;57.83509581;;;
827;2-Butanone;Water;0.1698;;270.622;L1;;;;
827;2-Butanone;Water;0.1795;0.095252938;415.07;L1;63.36393493;;;
827;2-Butanone;Water;0.1941;0.09521454;415.43;L1;71.22408289;;;
827;2-Butanone;Water;0.203;0.094997336;418.933;L1;75.93571299;;;
827;2-Butanone;Water;0.2457;0.296351241;413.6;L2;18.74340963;;;
827;2-Butanone;Water;0.27095;0.295880879;413.132;L2;8.80226355;;;
827;2-Butanone;Water;0.2944;0.095182221;415.733;L1;112.9146217;;;
827;2-Butanone;Water;0.3016;0.292494844;410.05;L2;3.065459697;;;
827;2-Butanone;Water;0.32105;0.268650472;395.128;L2;17.81857001;;;
827;2-Butanone;Water;0.32105;0.268650472;395.128;L2;17.81857001;;;
827;2-Butanone;Water;0.3575;0.280979172;401.91;L2;24.08548165;;;
827;2-Butanone;Water;0.4221;0.277819667;399.929;L2;41.82700294;;;
827;2-Butanone;Water;0.454062;0.252359025;388.127;L2;58.73809766;;;
827;2-Butanone;Water;0.4577;0.22692937;379.83;L2;70.1575124;;;
827;2-Butanone;Water;0.482997;0.197797985;373.174;L2;89.27642104;;;
827;2-Butanone;Water;0.49;0.2033469;374.2;L2;87.94920035;;;
827;2-Butanone;Water;0.4934;0.245780454;385.726;L2;69.68815301;;;
827;2-Butanone;Water;0.515436;;270.652;L2;;;;
827;2-Butanone;Water;0.515436;;271.152;L2;;;;
827;2-Butanone;Water;0.515436;;366.123;L2;;;;
827;2-Butanone;Water;0.515436;;366.123;L2;;;;
827;2-Butanone;Water;0.5231;;364.31;L2;;;;
827;2-Butanone;Water;0.5374;;360.35;L2;;;;
827;2-Butanone;Water;0.565221;;275.649;L2;;;;
827;2-Butanone;Water;0.565221;;276.148;L2;;;;
827;2-Butanone;Water;0.565221;;354.123;L2;;;;
827;2-Butanone;Water;0.565221;;354.123;L2;;;;
827;2-Butanone;Water;0.565585;;358.123;L2;;;;
827;2-Butanone;Water;0.567408;;356.123;L2;;;;
827;2-Butanone;Water;0.571075;;354.179;L2;;;;
827;2-Butanone;Water;0.5801;;346.541;L2;;;;
827;2-Butanone;Water;0.5839;;346.73;L2;;;;
827;2-Butanone;Water;0.5867;;339.09;L2;;;;
827;2-Butanone;Water;0.587001;;346.724;L2;;;;
827;2-Butanone;Water;0.587955;;282.644;L2;;;;
827;2-Butanone;Water;0.589;;338.133;L2;;;;
827;2-Butanone;Water;0.5937;;263.052;L2;;;;
827;2-Butanone;Water;0.593723;;280.646;L2;;;;
827;2-Butanone;Water;0.594103;;293.138;L2;;;;
827;2-Butanone;Water;0.5963;;259.63;L2;;;;
827;2-Butanone;Water;0.601527;;338.124;L2;;;;
827;2-Butanone;Water;0.6021;;332.23;L2;;;;
827;2-Butanone;Water;0.6025;;333.74;L2;;;;
827;2-Butanone;Water;0.6035;;270.622;L2;;;;
827;2-Butanone;Water;0.6056;;351.623;L2;;;;
827;2-Butanone;Water;0.6075;;328.136;L2;;;;
827;2-Butanone;Water;0.61;;298.136;L2;;;;
827;2-Butanone;Water;0.611468;;343.35;L2;;;;
827;2-Butanone;Water;0.613;;346.904;L2;;;;
827;2-Butanone;Water;0.615504;;342.682;L2;;;;
827;2-Butanone;Water;0.617535;;333.75;L2;;;;
827;2-Butanone;Water;0.619;;323.15;L2;;;;
827;2-Butanone;Water;0.6214;;318.139;L2;;;;
827;2-Butanone;Water;0.6216;;273.1;L2;;;;
827;2-Butanone;Water;0.621623;;261.759;L2;;;;
827;2-Butanone;Water;0.6235;;264.557;L2;;;;
827;2-Butanone;Water;0.6241;;266.2;L2;;;;
827;2-Butanone;Water;0.6243;;254.655;L2;;;;
827;2-Butanone;Water;0.625747;;278.147;L2;;;;
827;2-Butanone;Water;0.625747;;303.143;L2;;;;
827;2-Butanone;Water;0.625747;;307.982;L2;;;;
827;2-Butanone;Water;0.6277;;314.82;L2;;;;
827;2-Butanone;Water;0.627822;;323.127;L2;;;;
827;2-Butanone;Water;0.63;;293.138;L2;;;;
827;2-Butanone;Water;0.631999;;293.145;L2;;;;
827;2-Butanone;Water;0.632;;340.244;L2;;;;
827;2-Butanone;Water;0.632;;343.124;L2;;;;
827;2-Butanone;Water;0.632;;343.132;L2;;;;
827;2-Butanone;Water;0.634101;;298.136;L2;;;;
827;2-Butanone;Water;0.635;;330.195;L2;;;;
827;2-Butanone;Water;0.636;;298.136;L2;;;;
827;2-Butanone;Water;0.636;;313.13;L2;;;;
827;2-Butanone;Water;0.636213;;298.144;L2;;;;
827;2-Butanone;Water;0.636213;;299.835;L2;;;;
827;2-Butanone;Water;0.636213;;310.981;L2;;;;
827;2-Butanone;Water;0.6378;;273.68;L2;;;;
827;2-Butanone;Water;0.638333;;291.639;L2;;;;
827;2-Butanone;Water;0.639;;313.37;L2;;;;
827;2-Butanone;Water;0.6404;;275.88;L2;;;;
827;2-Butanone;Water;0.6419;;298.21;L2;;;;
827;2-Butanone;Water;0.6419;;308.142;L2;;;;
827;2-Butanone;Water;0.642;;318.139;L2;;;;
827;2-Butanone;Water;0.642603;;328.186;L2;;;;
827;2-Butanone;Water;0.642817;;318.2;L2;;;;
827;2-Butanone;Water;0.6429;;273.15;L2;;;;
827;2-Butanone;Water;0.643;;298.136;L2;;;;
827;2-Butanone;Water;0.643;;318.15;L2;;;;
827;2-Butanone;Water;0.6469;;333.084;L2;;;;
827;2-Butanone;Water;0.64691;;288.147;L2;;;;
827;2-Butanone;Water;0.647;;308.15;L2;;;;
827;2-Butanone;Water;0.649078;;298.144;L2;;;;
827;2-Butanone;Water;0.649078;;322.85;L2;;;;
827;2-Butanone;Water;0.649295;;308.2;L2;;;;
827;2-Butanone;Water;0.65;;330.205;L2;;;;
827;2-Butanone;Water;0.650165;;303.134;L2;;;;
827;2-Butanone;Water;0.651;;308.15;L2;;;;
827;2-Butanone;Water;0.651;;333.124;L2;;;;
827;2-Butanone;Water;0.651;;333.134;L2;;;;
827;2-Butanone;Water;0.651255;;289.146;L2;;;;
827;2-Butanone;Water;0.651255;;290.146;L2;;;;
827;2-Butanone;Water;0.651255;;291.146;L2;;;;
827;2-Butanone;Water;0.651255;;292.146;L2;;;;
827;2-Butanone;Water;0.651255;;293.145;L2;;;;
827;2-Butanone;Water;0.651255;;298.15;L2;;;;
827;2-Butanone;Water;0.6517;;293.15;L2;;;;
827;2-Butanone;Water;0.652;;308.142;L2;;;;
827;2-Butanone;Water;0.653004;;298.136;L2;;;;
827;2-Butanone;Water;0.653442;;312.75;L2;;;;
827;2-Butanone;Water;0.655639;;298.136;L2;;;;
827;2-Butanone;Water;0.655639;;312.89;L2;;;;
827;2-Butanone;Water;0.655639;;344.124;L2;;;;
827;2-Butanone;Water;0.655859;;293.138;L2;;;;
827;2-Butanone;Water;0.657;;298.144;L2;;;;
827;2-Butanone;Water;0.657;;298.15;L2;;;;
827;2-Butanone;Water;0.6571;;298.144;L2;;;;
827;2-Butanone;Water;0.657846;;298.15;L2;;;;
827;2-Butanone;Water;0.657846;;300.135;L2;;;;
827;2-Butanone;Water;0.657846;;318.089;L2;;;;
827;2-Butanone;Water;0.658;;298.15;L2;;;;
827;2-Butanone;Water;0.658288;;298.2;L2;;;;
827;2-Butanone;Water;0.6601;;313.14;L2;;;;
827;2-Butanone;Water;0.6602;;313.15;L2;;;;
827;2-Butanone;Water;0.6608;;288.147;L2;;;;
827;2-Butanone;Water;0.6612;;293.145;L2;;;;
827;2-Butanone;Water;0.6618;;303.15;L2;;;;
827;2-Butanone;Water;0.662;;288.15;L2;;;;
827;2-Butanone;Water;0.662289;;302.85;L2;;;;
827;2-Butanone;Water;0.662289;;335.124;L2;;;;
827;2-Butanone;Water;0.662657;;293.15;L2;;;;
827;2-Butanone;Water;0.6631;;278.149;L2;;;;
827;2-Butanone;Water;0.664525;;292.45;L2;;;;
827;2-Butanone;Water;0.665;;298.144;L2;;;;
827;2-Butanone;Water;0.666772;;282.75;L2;;;;
827;2-Butanone;Water;0.666772;;329.485;L2;;;;
827;2-Butanone;Water;0.667;;283.148;L2;;;;
827;2-Butanone;Water;0.669029;;284.143;L2;;;;
827;2-Butanone;Water;0.670021;;298.15;L2;;;;
827;2-Butanone;Water;0.671295;;273.15;L2;;;;
827;2-Butanone;Water;0.671295;;323.987;L2;;;;
827;2-Butanone;Water;0.6727;;303.15;L2;;;;
827;2-Butanone;Water;0.673573;;298.194;L2;;;;
827;2-Butanone;Water;0.6736;;318.089;L2;;;;
827;2-Butanone;Water;0.674258;;298.144;L2;;;;
827;2-Butanone;Water;0.67586;;329.125;L2;;;;
827;2-Butanone;Water;0.678;;313.15;L2;;;;
827;2-Butanone;Water;0.6781;;254.165;L2;;;;
827;2-Butanone;Water;0.6791;;293.15;L2;;;;
827;2-Butanone;Water;0.68;;298.136;L2;;;;
827;2-Butanone;Water;0.680467;;309.091;L2;;;;
827;2-Butanone;Water;0.6814;;297.594;L2;;;;
827;2-Butanone;Water;0.682786;;318.128;L2;;;;
827;2-Butanone;Water;0.6836;;298.15;L2;;;;
827;2-Butanone;Water;0.687456;;298.144;L2;;;;
827;2-Butanone;Water;0.69;;298.136;L2;;;;
827;2-Butanone;Water;0.692;;298.136;L2;;;;
827;2-Butanone;Water;0.692169;;298.136;L2;;;;
827;2-Butanone;Water;0.692169;;298.136;L2;;;;
827;2-Butanone;Water;0.6922;;293.095;L2;;;;
827;2-Butanone;Water;0.694;;293.138;L2;;;;
827;2-Butanone;Water;0.694542;;291.139;L2;;;;
827;2-Butanone;Water;0.699321;;303.393;L2;;;;
827;2-Butanone;Water;0.70706;;303.143;L2;;;;
827;2-Butanone;Water;0.7139;;316.929;L2;;;;
827;2-Butanone;Water;0.716403;;313.13;L2;;;;
827;2-Butanone;Water;0.721388;;308.132;L2;;;;
827;2-Butanone;Water;0.726421;;303.634;L2;;;;
864;Chloroform;Water;0.0005;0.000423081;297.994;L1;16.70444483;;;
864;Chloroform;Water;0.0006;0.000377479;283.15;L1;46.34147172;;;
864;Chloroform;Water;0.000696948;0.000458818;308.2;L1;41.80571853;;;
864;Chloroform;Water;0.000773032;0.000458818;308.2;L1;52.16668276;;;
864;Chloroform;Water;0.000894903;0.000423803;298.2;L1;74.74466079;;;
864;Chloroform;Water;0.000942095;0.000413078;295.137;L1;82.44696816;;;
864;Chloroform;Water;0.0009604;0.000406103;293.145;L1;86.07430423;;;
864;Chloroform;Water;0.0010141;0.000406103;293.145;L1;91.51499766;;;
864;Chloroform;Water;0.00104748;0.000423607;298.144;L1;90.53364199;;;
864;Chloroform;Water;0.00106275;0.000407829;293.638;L1;95.77671983;;;
864;Chloroform;Water;0.00107802;0.00048308;315.129;L1;80.26990328;;;
864;Chloroform;Water;0.00109995;0.000423607;298.144;L1;95.42138646;;;
864;Chloroform;Water;0.0011;0.00040612;293.15;L1;99.64167764;;;
864;Chloroform;Water;0.0011;0.00040612;293.15;L1;99.64167764;;;
864;Chloroform;Water;0.00111573;0.000514724;323.137;L1;77.36333435;;;
864;Chloroform;Water;0.00111947;0.000423628;298.15;L1;97.17549264;;;
864;Chloroform;Water;0.00112059;0.000406103;293.145;L1;101.5003789;;;
864;Chloroform;Water;0.00112386;0.00047608;313.13;L1;85.89385602;;;
864;Chloroform;Water;0.00112386;0.000473699;312.45;L1;86.39523686;;;
864;Chloroform;Water;0.00112386;0.000423803;298.2;L1;97.52557429;;;
864;Chloroform;Water;0.00112702;0.00047615;313.15;L1;86.15993295;;;
864;Chloroform;Water;0.00112997;0.000423628;298.15;L1;98.1090651;;;
864;Chloroform;Water;0.00113269;0.000406078;293.138;L1;102.5805354;;;
864;Chloroform;Water;0.00113854;0.000458615;308.142;L1;90.92909407;;;
864;Chloroform;Water;0.00113914;0.000561025;333.124;L1;70.82634029;;;
864;Chloroform;Water;0.00113984;0.000441135;303.15;L1;94.92922296;;;
864;Chloroform;Water;0.00115443;0.000514677;323.127;L1;80.78224752;;;
864;Chloroform;Water;0.00116;0.000441079;303.134;L1;96.69512864;;;
864;Chloroform;Water;0.00116242;0.000441079;303.134;L1;96.90353202;;;
864;Chloroform;Water;0.00116242;0.000441079;303.134;L1;96.90353202;;;
864;Chloroform;Water;0.00116773;0.00040612;293.15;L1;105.616829;;;
864;Chloroform;Water;0.00116972;0.000511075;322.35;L1;82.80033324;;;
864;Chloroform;Water;0.00116972;0.000441079;303.134;L1;97.52956852;;;
864;Chloroform;Water;0.00117872;0.000514784;323.15;L1;82.84369877;;;
864;Chloroform;Water;0.0011789;0.000441079;303.134;L1;98.31130816;;;
864;Chloroform;Water;0.00118;0.000406103;293.145;L1;106.6662895;;;
864;Chloroform;Water;0.00118501;0.000514724;323.137;L1;83.38756577;;;
