sys;T;x1_L1;x1_L2;c1;c2
6154;160;1.66E-05;0.996377499;ANILINE;2,2,3-TRIMETHYLBUTANE
6155;160;5.82E-06;0.998681059;ANILINE;3-METHYLHEXANE
6156;160;1.08E-05;0.997745067;ANILINE;2,2-DIMETHYLPENTANE
6157;160;1.16E-05;0.997222264;ANILINE;3,3-DIMETHYLPENTANE
6158;160;5.19E-06;0.998599875;ANILINE;3-ETHYLPENTANE
